# Time-averaged data for fix savg
# TimeStep v_gamma c_myP[1] c_myP[2] c_myP[4]
27400 0.00273505 338.188 486.768 -485.889
27500 0.00274505 178.652 330.129 -455.784
27600 0.00275505 248.37 584.81 -458.338
27700 0.00276505 317.025 380.263 -524.085
27800 0.00277505 375.705 405.413 -486.459
27900 0.00278505 374.739 317.915 -438.486
28000 0.00279505 350.338 649.09 -467.928
28100 0.00280505 338.935 359.354 -459.652
28200 0.00281505 275.088 281.735 -468.804
28300 0.00282505 353.468 216.041 -448.628
28400 0.00283505 325.022 496.186 -445.345
28500 0.00284505 231.78 441.333 -509.397
28600 0.00285505 269.728 349.334 -459.582
28700 0.00286505 348.876 328.656 -492.796
28800 0.00287505 308.055 449.962 -583.532
28900 0.00288505 208.847 473.093 -529.936
29000 0.00289505 231.755 221.215 -539.485
29100 0.00290505 390.509 411.184 -524.296
29200 0.00291505 423.114 390.201 -572.151
29300 0.00292505 172.417 503.203 -609.687
29400 0.00293505 176.045 175.019 -560.305
29500 0.00294505 351.082 292.338 -572.786
29600 0.00295505 392.129 225.3 -632.164
29700 0.00296505 248.248 386.537 -641.069
29800 0.00297505 262.429 311.31 -648.97
29900 0.00298505 423.199 509.925 -603.248
30000 0.00299505 514.372 283.204 -603.457
30100 0.00300505 262.433 516.802 -689.467
30200 0.00301505 336.229 462.565 -675.866
30300 0.00302505 387.25 577.338 -669.036
30400 0.00303505 451.248 278.012 -626.734
30500 0.00304505 244.678 317.365 -607.326
30600 0.00305505 304.435 482.883 -636.574
30700 0.00306505 331.143 682.202 -724.369
30800 0.00307505 417.506 239.374 -565.057
30900 0.00308505 325.856 424.634 -579.623
31000 0.00309505 415.601 462.462 -643.426
31100 0.00310505 121.194 595.322 -698.096
31200 0.00311505 270.233 310.275 -688.142
31300 0.00312505 405.229 447.583 -542.114
31400 0.00313505 492.465 442.427 -607.899
31500 0.00314505 196.274 557.597 -614.826
31600 0.00315505 251.099 462.342 -669.787
31700 0.00316505 378.346 482.547 -527.046
31800 0.00317505 389.885 368.251 -525.976
31900 0.00318505 175 434.772 -584.472
32000 0.00319505 318.828 573.274 -690.258
32100 0.00320505 393.44 604.915 -567.709
32200 0.00321505 419.76 361.746 -551.909
32300 0.00322505 196.849 417.972 -477.335
32400 0.00323505 112.975 626.73 -641.135
32500 0.00324505 257.257 587.345 -570.783
32600 0.00325505 231.369 484.471 -544.261
32700 0.00326505 273.001 427.887 -517.264
32800 0.00327505 303.877 760.611 -460.544
32900 0.00328505 364.694 654.368 -702.623
33000 0.00329505 185.043 607.608 -551.735
33100 0.00330505 376.346 555.263 -560.311
33200 0.00331505 193.993 728.496 -571.368
33300 0.00332505 294.937 567.858 -672.968
33400 0.00333505 204.476 738.523 -661.24
33500 0.00334505 529.887 661.438 -621.093
33600 0.00335505 415.555 786.504 -584.556
33700 0.00336505 456.139 760.68 -739.937
33800 0.00337505 325.848 741.428 -638.164
33900 0.00338505 445.847 708.025 -720.374
34000 0.00339505 472.118 785.099 -637.356
34100 0.00340505 495.978 712.315 -658.19
34200 0.00341505 429.817 865.059 -681.976
34300 0.00342505 540.221 812.601 -760.1
34400 0.00343505 359.521 701.539 -596.14
34500 0.00344505 371.977 746.057 -663.424
34600 0.00345505 312.748 861.617 -770.537
34700 0.00346505 447.49 771.716 -742.244
34800 0.00347505 511.79 843.477 -817.286
34900 0.00348505 502.6 719.338 -631.284
35000 0.00349505 353.954 710.565 -723.332
35100 0.00350505 439.01 815.804 -776.732
35200 0.00351505 598.714 844.336 -768.242
35300 0.00352505 445.168 766.363 -657.946
35400 0.00353505 546.036 755.924 -700.579
35500 0.00354505 571.452 842.559 -739.789
35600 0.00355505 373.803 670.014 -808.488
35700 0.00356505 454.339 586.803 -731.265
35800 0.00357505 403.103 580.532 -700.532
35900 0.00358505 393.24 634.62 -698.187
36000 0.00359505 364.171 584.836 -751.802
36100 0.00360505 546.476 580.302 -790.611
36200 0.00361505 409.375 453.331 -659.458
36300 0.00362505 245.744 542.055 -653.931
36400 0.00363505 165.402 320.024 -684.594
36500 0.00364505 287.614 374.361 -714.852
36600 0.00365505 197.204 287.449 -622.994
36700 0.00366505 220.977 455.507 -603.409
36800 0.00367505 146.111 292.184 -660.994
36900 0.00368505 309.122 321.475 -723.954
37000 0.00369505 311.856 273.204 -725.805
37100 0.00370505 222.434 278.257 -591.316
37200 0.00371505 159.273 233.489 -656.868
37300 0.00372505 348.124 346.121 -798.836
37400 0.00373505 424.308 223.036 -748.434
37500 0.00374505 332.634 332.615 -639.257
37600 0.00375505 244.055 360.023 -602.485
37700 0.00376505 184.341 318.912 -727.717
37800 0.00377505 213.327 183.012 -827.016
37900 0.00378505 164.547 107.401 -671.168
38000 0.00379505 295.716 205.391 -583.36
38100 0.00380505 281.192 407.226 -671.12
38200 0.00381505 232.718 175.116 -844.569
38300 0.00382505 137.769 122.649 -720.9
38400 0.00383505 258.478 234.079 -674.043
38500 0.00384505 266.171 232.004 -678.912
38600 0.00385505 81.0514 316.904 -862.022
38700 0.00386505 240.966 336.025 -856.962
38800 0.00387505 355.766 337.303 -775.006
38900 0.00388505 208.33 305.081 -720.47
39000 0.00389505 227.017 306.812 -752.03
39100 0.00390505 333.491 407.181 -845.729
39200 0.00391505 519.172 571.281 -844.637
39300 0.00392505 455.647 489.192 -752.27
39400 0.00393505 421.249 501.507 -719.885
39500 0.00394505 467.948 508.272 -928.151
39600 0.00395505 527.766 684.881 -883.981
39700 0.00396505 383.441 526.94 -846.859
39800 0.00397505 474.213 635.975 -741.36
39900 0.00398505 412.581 733.027 -829.494
40000 0.00399505 438.833 738.343 -871.902
40100 0.00400505 268.664 449.462 -894.151
40200 0.00401505 334.954 478.163 -741.463
40300 0.00402505 320.735 699.795 -821.139
40400 0.00403505 416.792 784.97 -774.499
40500 0.00404505 307.195 587.352 -873.057
40600 0.00405505 380.934 617.88 -800.688
40700 0.00406505 449.874 635.874 -767.631
40800 0.00407505 274.733 760.172 -791.565
40900 0.00408505 212.136 636.737 -814.777
41000 0.00409505 480.521 782.974 -897.577
41100 0.00410505 581.008 726.131 -753.006
41200 0.00411505 245.635 708.993 -780.654
41300 0.00412505 242.978 690.129 -785.168
41400 0.00413505 399.794 786.196 -907.339
41500 0.00414505 537.126 612.844 -716.632
41600 0.00415505 345.017 671.643 -783.019
41700 0.00416505 282.924 820.67 -715.491
41800 0.00417505 188.92 879.848 -871.231
41900 0.00418505 348.919 713.664 -770.971
42000 0.00419505 293.533 691.835 -761.041
42100 0.00420505 250.882 771.649 -668.468
42200 0.00421505 192.446 830.505 -788.606
42300 0.00422505 302.302 762.494 -790.012
42400 0.00423505 286.698 567.931 -787.776
42500 0.00424505 321.672 799.739 -723.263
42600 0.00425505 246.47 878.848 -828.216
42700 0.00426505 274.34 784.854 -770.542
42800 0.00427505 327.308 524.43 -850.142
42900 0.00428505 466.136 760.779 -767.135
43000 0.00429505 355.579 761.698 -763.725
43100 0.00430505 243.003 793.97 -813.226
43200 0.00431505 452.601 683.028 -920.221
43300 0.00432505 695.004 887.374 -955.079
43400 0.00433505 486.324 790.918 -812.275
43500 0.00434505 255.639 762.73 -838.252
43600 0.00435505 409.788 736.475 -901.195
43700 0.00436505 481.908 654.405 -973.853
43800 0.00437505 466.704 721.259 -818.642
43900 0.00438505 279.466 726.532 -873.522
44000 0.00439505 395.52 848.725 -817.418
44100 0.00440505 420.311 798.235 -960.915
44200 0.00441505 460.441 663.16 -909.037
44300 0.00442505 365.98 553.637 -868.553
44400 0.00443505 341.501 775.335 -814.393
44500 0.00444505 292.507 656.034 -903.148
44600 0.00445505 422.89 485.126 -972.526
44700 0.00446505 454.535 464.851 -1001.56
44800 0.00447505 568.309 815.296 -870.512
44900 0.00448505 359.87 533.562 -895.063
45000 0.00449505 403.17 527.965 -1044.63
45100 0.00450505 514.683 419.849 -920.68
45200 0.00451505 403.457 550.772 -890.938
45300 0.00452505 241.341 395.246 -862.763
45400 0.00453505 311.52 442.36 -976.511
45500 0.00454505 460.45 435.307 -1003.91
45600 0.00455505 370.931 392.355 -876.725
45700 0.00456505 239.65 177.087 -865.943
45800 0.00457505 194.966 302.486 -916.877
45900 0.00458505 208.408 287.622 -925.295
46000 0.00459505 358.692 149.096 -901.026
46100 0.00460505 194.462 193.594 -824.165
46200 0.00461505 271.084 254.278 -818.819
46300 0.00462505 121.152 333.097 -878.822
46400 0.00463505 164.673 80.8932 -941.878
46500 0.00464505 140.67 55.0746 -824.41
46600 0.00465505 196.302 209.209 -855.711
46700 0.00466505 222.345 321.384 -841.456
46800 0.00467505 269.451 161.687 -978.246
46900 0.00468505 245.702 168.259 -902.616
47000 0.00469505 331.019 235.893 -849.351
47100 0.00470505 225.124 261.752 -861.687
47200 0.00471505 170.097 120.063 -941.436
47300 0.00472505 254.913 163.365 -927.706
47400 0.00473505 305.648 248.941 -863.344
47500 0.00474505 208.186 316.924 -830.052
47600 0.00475505 140.142 282.704 -906.808
47700 0.00476505 143.243 362.321 -958.467
47800 0.00477505 257.54 227.008 -918.139
47900 0.00478505 191.182 256.044 -854.951
48000 0.00479505 110.533 331.297 -885.467
48100 0.00480505 288.263 509.906 -950.116
48200 0.00481505 341.822 504.273 -1010.69
48300 0.00482505 435.407 524.153 -925.247
48400 0.00483505 296.975 525.824 -869.287
48500 0.00484505 366.931 701.873 -1002.31
48600 0.00485505 367.049 613.751 -1020.48
48700 0.00486505 348.168 541.218 -1023.27
48800 0.00487505 319.46 817.579 -870.746
48900 0.00488505 529.429 849.248 -977.207
49000 0.00489505 436.584 701.926 -1131.16
49100 0.00490505 457.082 703.703 -1120.02
49200 0.00491505 455.617 892.865 -930.175
49300 0.00492505 484.668 893.943 -943.774
49400 0.00493505 395.598 750.316 -1041.39
49500 0.00494505 516.608 853.303 -1122.95
49600 0.00495505 443.865 811.589 -951.017
49700 0.00496505 250.261 903.527 -964.346
49800 0.00497505 216.875 614.193 -886.767
49900 0.00498505 263.224 720.541 -1167.16
50000 0.00499505 396.625 775.322 -979.948
50100 0.00500505 293.254 916.05 -944.461
50200 0.00501505 286.478 789.025 -862.627
50300 0.00502505 486.472 927.245 -1025.36
50400 0.00503505 514.154 830.039 -996.68
50500 0.00504505 275.531 925.876 -942.773
50600 0.00505505 328.538 882.848 -881.93
50700 0.00506505 380.175 959.266 -986.317
50800 0.00507505 565.234 873.876 -1085.8
50900 0.00508505 231.238 847.328 -1041.25
51000 0.00509505 338.733 960.704 -904.716
51100 0.00510505 324.653 909.051 -921.963
51200 0.00511505 399.446 788.692 -1024.43
51300 0.00512505 160.993 642.491 -1037.66
51400 0.00513505 232.935 889.049 -958.624
51500 0.00514505 238.547 814.797 -802.126
51600 0.00515505 354.517 718.747 -943.737
51700 0.00516505 244.085 589.784 -959.247
51800 0.00517505 225.726 813.266 -1005.9
51900 0.00518505 51.5846 678.325 -900.403
52000 0.00519505 165.501 618.038 -890.93
52100 0.00520505 239.218 461.329 -969.825
52200 0.00521505 275.289 759.386 -986.975
52300 0.00522505 221.322 698.926 -983.992
52400 0.00523505 320.065 601.828 -944.824
52500 0.00524505 355.384 429.917 -991.102
52600 0.00525505 475.816 643.267 -1037.28
52700 0.00526505 332.454 653.65 -1026.76
52800 0.00527505 273.676 779.808 -1076.12
52900 0.00528505 481.384 611.526 -1052.19
53000 0.00529505 396.695 670.616 -1035.76
53100 0.00530505 311.048 570.236 -1027.14
53200 0.00531505 196.708 588.838 -1096.45
53300 0.00532505 346.155 515.709 -1117.28
53400 0.00533505 490.058 462.837 -1039.02
53500 0.00534505 412.121 490.081 -1076.18
53600 0.00535505 176.163 443.049 -1022.17
53700 0.00536505 202.228 510.977 -1099.48
53800 0.00537505 294.648 378.595 -1044.48
53900 0.00538505 329.71 293.758 -1070.92
54000 0.00539505 218.267 293.658 -1003.31
54100 0.00540505 302.058 651.864 -1147.19
54200 0.00541505 322.461 307.342 -1109.42
54300 0.00542505 295.157 311.08 -1105.07
54400 0.00543505 291.907 137.597 -1002.74
54500 0.00544505 267.196 418.271 -1102.38
54600 0.00545505 266.448 251.299 -1127.85
54700 0.00546505 322.138 341.365 -1146.32
54800 0.00547505 480.296 201.363 -1103.61
54900 0.00548505 381.644 464.769 -1158.68
55000 0.00549505 278.821 344.576 -1188.47
55100 0.00550505 219.945 221.298 -1133.34
55200 0.00551505 385.535 157.488 -1068.91
55300 0.00552505 342.831 302.717 -1010.37
55400 0.00553505 182.661 318.918 -1093.98
55500 0.00554505 194.84 289.916 -1111.95
55600 0.00555505 329.944 289.378 -1052.18
55700 0.00556505 272.516 217.51 -976.381
55800 0.00557505 91.2301 182.679 -1056.7
55900 0.00558505 44.497 260.594 -1111.42
56000 0.00559505 273.986 261.605 -1075.72
56100 0.00560505 342.394 246.878 -1029.76
56200 0.00561505 178.966 257.35 -1001.29
56300 0.00562505 195.216 439.154 -1124.91
56400 0.00563505 198.156 440.526 -1151.56
56500 0.00564505 327.505 279.383 -1008.34
56600 0.00565505 174.569 259.112 -995.348
56700 0.00566505 295.784 422.151 -1144.51
56800 0.00567505 303.192 530.93 -1148.6
56900 0.00568505 284.846 340.197 -1159.08
57000 0.00569505 217.767 373.066 -1075.18
57100 0.00570505 212.335 448.72 -1097.36
57200 0.00571505 158.896 514.973 -1161.32
57300 0.00572505 158.627 453.973 -1155.43
57400 0.00573505 300.843 521.567 -1065.86
57500 0.00574505 371.936 662.996 -992.048
57600 0.00575505 236.723 650.845 -1138.9
57700 0.00576505 159.895 564.758 -1103.71
57800 0.00577505 292.796 652.531 -1158.03
57900 0.00578505 316.634 705.633 -1023.82
58000 0.00579505 325.944 787.152 -1115.45
58100 0.00580505 294.723 922.064 -1183.3
58200 0.00581505 395.319 910.951 -1211.4
58300 0.00582505 444.386 757.209 -1130.17
58400 0.00583505 414.391 779.578 -1099.84
58500 0.00584505 425.903 1014.27 -1200.99
58600 0.00585505 471.362 995.393 -1305.73
58700 0.00586505 451.661 954.489 -1203.65
58800 0.00587505 457.143 904.658 -1137.34
58900 0.00588505 378.074 963.239 -1195.5
59000 0.00589505 382.471 1051.86 -1295.81
59100 0.00590505 412.015 1026.54 -1342.31
59200 0.00591505 432.322 940.259 -1114.78
59300 0.00592505 486.65 939.937 -1120.79
59400 0.00593505 406.998 1047.22 -1185.48
59500 0.00594505 334.857 936.288 -1304.07
59600 0.00595505 362.922 925.993 -1104.74
59700 0.00596505 511.668 1027.04 -1042.45
59800 0.00597505 305.266 1141.54 -1127.17
59900 0.00598505 295.248 833.185 -1326.99
60000 0.00599505 351.663 910.763 -1206.56
60100 0.00600505 357.092 791.386 -1120.24
60200 0.00601505 371.537 914.002 -1122.83
60300 0.00602505 384.723 892.728 -1307.31
60400 0.00603505 397.1 928.018 -1253.13
60500 0.00604505 449.795 812.123 -1242.55
60600 0.00605505 404.67 727.492 -1114.52
60700 0.00606505 228.603 707.559 -1223.8
60800 0.00607505 242.318 745.505 -1342.53
60900 0.00608505 312.694 693.502 -1252.98
61000 0.00609505 308.289 581.14 -1136.95
61100 0.00610505 218.682 674.665 -1036.48
61200 0.00611505 127.61 626.682 -1254.7
61300 0.00612505 133.186 554.234 -1223.93
61400 0.00613505 173.303 421.075 -1152.14
61500 0.00614505 329.72 676.568 -930.069
61600 0.00615505 214.365 486.89 -1191.9
61700 0.00616505 193.606 567.781 -1247.31
61800 0.00617505 3.38231 304.769 -1260.73
61900 0.00618505 145.488 360.031 -1026.96
62000 0.00619505 -19.0167 370.001 -1145.57
62100 0.00620505 226.418 412.374 -1212.43
62200 0.00621505 161.212 402.572 -1356.15
62300 0.00622505 346.646 485.344 -1151.13
