# Time-averaged data for fix savg
# TimeStep v_gamma c_myP[1] c_myP[2] c_myP[4]
958800 0.095875 -7629.39 -8461.69 -13706.1
958900 0.0958851 -7496.67 -8186.05 -13843.9
959000 0.095895 -7481.35 -7915.47 -13998.6
959100 0.0959051 -7416.88 -8098.06 -13919.5
959200 0.0959151 -7374.98 -7802.84 -14033.3
959300 0.095925 -7261.7 -8157.36 -13980.5
959400 0.0959351 -7297.4 -7530.6 -14216.3
959500 0.095945 -7162.08 -7818.54 -14033.9
959600 0.095955 -7303.15 -7619.28 -14023.5
959700 0.0959651 -7129.58 -8179.74 -13927.6
959800 0.095975 -7376.1 -7628.52 -14214.3
959900 0.0959851 -7278.73 -8055.38 -13924.3
960000 0.0959951 -7572.79 -7866.69 -13979.7
960100 0.096005 -7589.86 -8316.28 -13794.6
960200 0.0960151 -7624.08 -8127.49 -13997.9
960300 0.096025 -7738.68 -8186.04 -13850.1
960400 0.096035 -7746.27 -8419.86 -13664.4
960500 0.0960451 -7849.88 -8622.64 -13630.7
960600 0.096055 -7781.23 -8568.06 -13703.3
960700 0.096065 -8167.62 -8490.31 -13546
960800 0.0960751 -8121.35 -8819.21 -13457.5
960900 0.0960851 -8166.96 -8828.16 -13516.6
961000 0.0960951 -7954.01 -8922.91 -13425.2
961100 0.096105 -8374.9 -8668.34 -13467.4
961200 0.096115 -8330.86 -9025.4 -13465.7
961300 0.096125 -8209.74 -8944.47 -13436.5
961400 0.0961351 -7967.78 -8941.92 -13455
961500 0.096145 -8209.9 -8699.21 -13491.2
961600 0.096155 -8137.45 -8715.06 -13482.4
961700 0.0961651 -7838.88 -8706.99 -13608.1
961800 0.096175 -7829.21 -8745.52 -13603.1
961900 0.0961851 -7915.26 -8457.38 -13681.5
962000 0.096195 -7814.02 -8245.65 -13825.2
962100 0.096205 -7502.99 -8253.22 -13851
962200 0.0962151 -7567.86 -8284.35 -13837.1
962300 0.096225 -7460.22 -8218.6 -13893.8
962400 0.0962351 -7571.32 -7957.97 -14032.3
962500 0.096245 -7336.71 -8081.15 -14096.6
962600 0.096255 -7364.3 -8165.19 -13924.6
962700 0.0962651 -7357.96 -8055.92 -14013.7
962800 0.0962751 -7478.32 -7738.82 -14065
962900 0.096285 -7236.26 -7837.81 -14209
963000 0.0962951 -7271.78 -8080.3 -13964.3
963100 0.096305 -7276.36 -7866.53 -14091.7
963200 0.0963151 -7724.35 -8216.99 -13940.3
963300 0.0963251 -7485.66 -8028.24 -14228.3
963400 0.096335 -7351.07 -8320.26 -13889.9
963500 0.096345 -7630.44 -8233.11 -13851.5
963600 0.0963551 -7860.07 -8507 -13713.3
963700 0.096365 -7716.51 -8096.63 -14051.5
963800 0.0963751 -7848.66 -8680.41 -13653.4
963900 0.096385 -7954.67 -8646.09 -13640.4
964000 0.096395 -8127.43 -8914.63 -13491.7
964100 0.096405 -7968.15 -8460.43 -13744.8
964200 0.0964151 -8002.51 -8892.54 -13573.2
964300 0.0964251 -8110.37 -9068.34 -13464.5
964400 0.0964351 -8238.23 -9007.47 -13437.6
964500 0.0964451 -8154.15 -8868.52 -13656.4
964600 0.096455 -8319.85 -8977.04 -13563.5
964700 0.0964651 -8147.4 -9176.44 -13417.8
964800 0.096475 -8217.76 -8683.94 -13472
964900 0.096485 -7851.35 -8812.14 -13682.9
965000 0.0964951 -8081.44 -8559.07 -13827.2
965100 0.096505 -7907.96 -8761.82 -13592.9
965200 0.0965151 -7817.96 -8518.04 -13697.7
965300 0.0965251 -7723.63 -8482.72 -13842.9
965400 0.096535 -7595.42 -8331.79 -14048
965500 0.0965451 -7650.24 -8219.57 -13905
965600 0.096555 -7379.61 -8039.78 -13969.5
965700 0.096565 -7519.76 -8159.68 -14003.1
965800 0.0965751 -7266.74 -7938.39 -14250.5
965900 0.096585 -7654.82 -7998.06 -14008.4
966000 0.096595 -7295.84 -8129.6 -14119.6
966100 0.0966051 -7508.53 -8167.84 -14059.3
966200 0.096615 -7146.51 -7963.19 -14224.8
966300 0.0966251 -7619.24 -8000.25 -14026.5
966400 0.096635 -7414.37 -8081.01 -14179.6
966500 0.096645 -7608.59 -8297.36 -13933.9
966600 0.0966551 -7470.33 -8062.97 -14150.7
966700 0.0966651 -7739.06 -8332.59 -13893.6
966800 0.096675 -7635.4 -8157.63 -13981.9
966900 0.096685 -7685.61 -8577.8 -13713.7
967000 0.096695 -7778.79 -8291.61 -13900.2
967100 0.0967051 -8057.67 -8766.83 -13655.7
967200 0.096715 -8042.76 -8420.03 -13788.3
967300 0.096725 -7931.77 -8955.13 -13564.8
967400 0.096735 -8032.9 -8617.48 -13684.3
967500 0.0967451 -8279.7 -8918.72 -13515.4
967600 0.0967551 -8244.98 -8711.17 -13601.1
967700 0.096765 -8346.54 -8975.76 -13463.9
967800 0.0967751 -8088.21 -9059.43 -13581.5
967900 0.096785 -8327.55 -8806.97 -13552
968000 0.0967951 -8182.1 -8780.76 -13580
968100 0.096805 -8143.4 -8709.37 -13661.5
968200 0.096815 -8005.84 -8971.56 -13579.2
968300 0.0968251 -7974.62 -8519.7 -13738.3
968400 0.096835 -7920.14 -8623.73 -13797.2
968500 0.0968451 -7798.14 -8427.25 -13978
968600 0.096855 -7812.34 -8648.21 -13747.4
968700 0.096865 -7674.47 -8133.21 -14043
968800 0.0968751 -7705.39 -8330.34 -13960.3
968900 0.0968851 -7370.47 -7979.66 -14205.3
969000 0.096895 -7496.8 -8239.99 -13958.7
969100 0.0969051 -7376.82 -7984.66 -14162.3
969200 0.096915 -7656.4 -8165.95 -14056.8
969300 0.096925 -7307.59 -7969.19 -14333.7
969400 0.0969351 -7618.2 -8212.13 -14017.8
969500 0.096945 -7332.41 -8094.23 -14153.8
969600 0.0969551 -7671.09 -8285.62 -13974.4
969700 0.096965 -7423.48 -8074.88 -14213.6
969800 0.096975 -7748.56 -8412.33 -13958.2
969900 0.0969851 -7560.47 -8327.36 -14077.3
970000 0.096995 -7824.74 -8405.09 -13826.4
970100 0.097005 -7609.99 -8252.38 -14012.8
970200 0.097015 -7870.59 -8536.94 -13785.8
970300 0.0970251 -7806.93 -8648.53 -13807.1
970400 0.0970351 -8218.42 -8710.03 -13670.6
970500 0.097045 -7997.42 -8782.64 -13805.3
970600 0.0970551 -8315.89 -8985 -13604
970700 0.097065 -8121.63 -8881.31 -13631.9
970800 0.0970751 -8244.53 -8879.75 -13549
970900 0.097085 -8123.23 -8904.94 -13751.4
971000 0.097095 -8189.98 -9054.64 -13554.3
971100 0.0971051 -8288.13 -8820.02 -13641.3
971200 0.097115 -8348.42 -9045.45 -13529
971300 0.0971251 -8224.29 -8856.95 -13705.6
971400 0.0971351 -7984.44 -8850.3 -13645.2
971500 0.097145 -8064.56 -8593.73 -13686.5
971600 0.0971551 -7860.24 -8718.43 -13742.6
971700 0.097165 -7891.78 -8546.78 -13840.6
971800 0.097175 -7703.64 -8466.69 -14021.7
971900 0.0971851 -7868.58 -8365.47 -13941.3
972000 0.097195 -7613.19 -8286.45 -14083.5
972100 0.0972051 -7612.44 -8285.46 -14000.5
972200 0.0972151 -7347.23 -8066.66 -14223.8
972300 0.097225 -7646.46 -8277.27 -14063.6
972400 0.0972351 -7375.16 -8051 -14262.7
972500 0.097245 -7510.79 -8253.92 -14074
972600 0.097255 -7418.79 -7984.03 -14200.9
972700 0.0972651 -7622.39 -8256.91 -14052.6
972800 0.097275 -7460.77 -7952.88 -14250.5
972900 0.097285 -7683.98 -8404.09 -13975.6
973000 0.0972951 -7776.11 -8221.7 -14158.9
973100 0.0973051 -7798.08 -8536.41 -13938.7
973200 0.0973151 -7823.4 -8333.82 -14014.1
973300 0.097325 -7810.19 -8687.73 -13826.5
973400 0.0973351 -7919.64 -8488.73 -13920.9
973500 0.0973451 -8014.07 -8681.15 -13779
973600 0.0973551 -7942.88 -8659.88 -13799.7
973700 0.0973651 -8254.9 -9015.58 -13639.4
973800 0.097375 -8240.92 -8873.68 -13712.1
973900 0.0973851 -8269.24 -8974.52 -13579.3
974000 0.097395 -8241.36 -8940.04 -13661.3
974100 0.0974051 -8341.41 -9108.46 -13546.5
974200 0.097415 -8318.75 -8988.06 -13642.1
974300 0.097425 -8322.36 -9034.03 -13554.5
974400 0.0974351 -8261.17 -9047.36 -13688.1
974500 0.097445 -8408.92 -8945.46 -13697.6
974600 0.0974551 -8014.06 -8696.69 -13825.4
974700 0.0974651 -8134.38 -8769.71 -13726
974800 0.097475 -8007.49 -8659.71 -13843.9
974900 0.0974851 -8015.4 -8485.5 -13875.9
975000 0.0974951 -7676.02 -8523.79 -13980.8
975100 0.097505 -7876.27 -8431.79 -13955.1
975200 0.0975151 -7707.12 -8517.64 -14009.1
975300 0.097525 -7681.51 -8195.7 -14076.4
975400 0.097535 -7553.37 -8187.27 -14155.3
975500 0.0975451 -7588.38 -8182.93 -14149
975600 0.097555 -7627.67 -8210.96 -14143.5
975700 0.0975651 -7406.84 -8100.17 -14335.8
975800 0.0975751 -7685.55 -8181.79 -14068.8
975900 0.097585 -7310.62 -8221.86 -14260.9
976000 0.0975951 -7826.92 -8239.24 -14018.1
976100 0.097605 -7545.18 -8160.28 -14275.3
976200 0.097615 -7999.44 -8374.86 -13948.4
976300 0.0976251 -7478.94 -8460.21 -14166.3
976400 0.0976351 -7972 -8559.87 -13811.6
976500 0.097645 -7705.2 -8452.95 -14176.1
976600 0.0976551 -8345.66 -8905.78 -13724.8
976700 0.0976651 -8043.18 -8659.12 -13957.9
976800 0.097675 -8076.27 -9018.22 -13626.1
976900 0.0976851 -8071.59 -8620.05 -13882.7
977000 0.097695 -8312.59 -9128.92 -13572.8
977100 0.097705 -8197.4 -8716.86 -13782.4
977200 0.0977151 -8329.29 -9270.2 -13560.1
977300 0.097725 -8350.29 -8822.15 -13841.5
977400 0.097735 -8339.25 -9065.93 -13589.1
977500 0.0977451 -8168.68 -8771.61 -13775.2
977600 0.097755 -8202.96 -9116.49 -13668.2
977700 0.0977651 -8237.19 -8796.53 -13854.6
977800 0.097775 -8174.09 -8867.25 -13795.6
977900 0.097785 -8058.64 -8793.53 -13876.1
978000 0.0977951 -8010.21 -8598.6 -13873.3
978100 0.097805 -7653.67 -8684.89 -13942.1
978200 0.0978151 -7890.13 -8250.79 -14043.3
978300 0.0978251 -7807.05 -8624.42 -14022.3
978400 0.097835 -7741.84 -8177.5 -14146.8
978500 0.0978451 -7575 -8555.7 -14048.1
978600 0.097855 -7563.9 -7955.66 -14294.9
978700 0.097865 -7704.32 -8428.76 -14121
978800 0.0978751 -7329.84 -7988.29 -14377.3
978900 0.097885 -7662.11 -8265.65 -14123
979000 0.097895 -7516.07 -8146.47 -14300.8
979100 0.0979051 -7890.55 -8290.3 -14058.8
979200 0.097915 -7323.87 -8197.53 -14353.3
979300 0.097925 -7771.88 -8332.15 -14019.9
979400 0.0979351 -7466.35 -8459.77 -14254.6
979500 0.0979451 -8044.83 -8479.86 -13942.8
979600 0.0979551 -7604.87 -8508.12 -14175.8
979700 0.0979651 -8246.29 -8743.59 -13840
979800 0.097975 -7805.77 -8718.86 -14026.6
979900 0.097985 -8187.3 -8729.15 -13757.9
980000 0.0979951 -7969.63 -8664.48 -13995.8
980100 0.0980051 -8413.35 -9179.45 -13647.7
980200 0.0980151 -8208.42 -8801.6 -13835.7
980300 0.0980251 -8322.8 -9156.13 -13621.2
980400 0.098035 -8243.89 -8844.34 -13855.2
980500 0.0980451 -8253.95 -9165.72 -13621.4
980600 0.098055 -8057.34 -8658.08 -13838.3
980700 0.098065 -8289.34 -9102.91 -13652.4
980800 0.0980751 -8291.32 -8794.06 -13939.8
980900 0.098085 -8140.12 -9080.51 -13781.5
981000 0.0980951 -8177.73 -8818.12 -13938.4
981100 0.098105 -8149.06 -8801.74 -13983.7
981200 0.098115 -7894.2 -8684.11 -13941.4
981300 0.0981251 -7809.36 -8456.27 -14010.3
981400 0.098135 -7970.93 -8689.03 -13994.7
981500 0.098145 -7775.87 -8157.8 -14309.6
981600 0.0981551 -7734.75 -8498.32 -14114.2
981700 0.098165 -7583.47 -8114.78 -14314.9
981800 0.098175 -7526.87 -8461.8 -14071.5
981900 0.098185 -7524.92 -7863.84 -14429.6
982000 0.098195 -7555.01 -8476.2 -14129.6
982100 0.0982051 -7699.35 -8105.82 -14285.4
982200 0.098215 -7690.27 -8575.58 -14063.9
982300 0.098225 -7499.46 -7972.56 -14469.6
982400 0.0982351 -7739.03 -8465.44 -14014.9
982500 0.0982451 -7640.08 -8345.55 -14321.8
982600 0.098255 -7917.97 -8619.43 -13961.8
982700 0.098265 -7785.82 -8337.94 -14332.9
982800 0.0982751 -8180.78 -8727.37 -13927.3
982900 0.0982851 -7774.85 -8661.05 -14087.8
983000 0.0982951 -8005.37 -8762.55 -13864.8
983100 0.098305 -8114.37 -8846.99 -14025
983200 0.098315 -8378.76 -8958.75 -13865
983300 0.0983251 -8121.62 -8937.75 -13887.3
983400 0.0983351 -8209.76 -8991.77 -13753.8
983500 0.098345 -8264.56 -8974.71 -13908.1
983600 0.0983551 -8297.47 -8964.32 -13758.7
983700 0.098365 -8283.68 -8957.06 -13888.3
983800 0.0983751 -8323.88 -9214.05 -13788.1
983900 0.0983851 -8294.77 -8824.82 -13928.4
984000 0.098395 -8308.45 -8978.79 -13828.4
984100 0.0984051 -8206.06 -8821.93 -13933.1
984200 0.098415 -7981.57 -8896.2 -14005
984300 0.0984251 -7953.27 -8583.7 -14064.3
984400 0.0984351 -7948.22 -8495.52 -14115.4
984500 0.098445 -7954.46 -8574.61 -14092.6
984600 0.0984551 -7734.35 -8485.79 -14158.4
984700 0.098465 -7863.43 -8436.67 -14167.4
984800 0.098475 -7743.01 -8238.44 -14238.4
984900 0.0984851 -7751.28 -8407.7 -14190
985000 0.098495 -7434.03 -8093.1 -14442.2
985100 0.098505 -7664.21 -8345.25 -14108.1
985200 0.0985151 -7735.34 -8156.43 -14400.8
985300 0.098525 -7675.85 -8522.34 -14233.6
985400 0.098535 -7384.73 -8078.34 -14446.5
985500 0.0985451 -7878.51 -8549.04 -14065.6
985600 0.098555 -7820.82 -8232.11 -14304.4
985700 0.0985651 -7978.06 -8553.47 -14144.8
985800 0.0985751 -7650.65 -8531.05 -14303.2
985900 0.098585 -8137.86 -8663.86 -13952.5
986000 0.0985951 -7865.44 -8693.78 -14180.4
986100 0.0986051 -8106.33 -8656.05 -13941.7
986200 0.098615 -7886.16 -8721.63 -14164.1
986300 0.0986251 -8358.36 -9006 -13823.6
986400 0.0986351 -8217.79 -8890.26 -13946
986500 0.098645 -8227.67 -8950.33 -13977.1
986600 0.0986551 -8240.1 -8878.27 -13982.1
986700 0.098665 -8253.16 -9110.74 -13773
986800 0.098675 -8292.64 -8883.78 -13883.8
986900 0.0986851 -8265.46 -9046.82 -13955
987000 0.098695 -8437.4 -8807.53 -14013.4
987100 0.0987051 -8133.42 -9125.46 -13903.9
987200 0.098715 -8345.04 -8824.14 -13795.6
987300 0.098725 -8024.78 -8810.82 -14127.8
987400 0.0987351 -8212.33 -8660.73 -14075.2
987500 0.098745 -8032.69 -8701.63 -14084.4
987600 0.0987551 -8059.91 -8764.56 -14000.1
987700 0.0987651 -7708.34 -8354.04 -14280.8
987800 0.098775 -7890.2 -8663.88 -14215.7
987900 0.098785 -7863.43 -8244.43 -14295.3
988000 0.0987951 -7668.7 -8578.28 -14202.7
988100 0.098805 -7838.47 -8208.1 -14414.4
988200 0.0988151 -7507.19 -8495.45 -14269.2
988300 0.098825 -7789.98 -7988.16 -14335.5
988400 0.098835 -7625.8 -8506.26 -14272.9
988500 0.0988451 -7597.96 -8184.12 -14492.6
988600 0.098855 -7700.3 -8593.03 -14234.6
988700 0.098865 -7729.39 -8229.46 -14365.4
988800 0.0988751 -7784.38 -8664.74 -14198.8
988900 0.0988851 -7649.21 -8297.27 -14409.6
989000 0.098895 -7924.12 -8631.34 -14084.2
989100 0.0989051 -7932.02 -8669.25 -14220
989200 0.0989151 -8258.25 -8865.45 -13985.8
989300 0.098925 -7878.4 -8933.19 -14110.7
989400 0.0989351 -8318.69 -8733.39 -13999.8
989500 0.0989451 -8007.1 -9167 -14025.6
989600 0.0989551 -8496.22 -8889.06 -13876.4
989700 0.0989651 -8094.89 -9328.49 -13888.3
989800 0.098975 -8429.58 -8937.17 -13934.4
989900 0.0989851 -8310.74 -9307.4 -13867.5
990000 0.0989951 -8357.68 -8856.41 -13931.3
990100 0.099005 -8229.37 -9187.8 -13823.6
990200 0.0990151 -8118.7 -9095.09 -14091.7
990300 0.099025 -8520.81 -9079.22 -13901.1
990400 0.0990351 -8137.8 -9003.38 -14029.7
990500 0.0990451 -8254.6 -8764.82 -13994.7
990600 0.099055 -7909.6 -8852.3 -14195.7
990700 0.0990651 -8173.14 -8620.7 -14087
990800 0.099075 -7691.49 -8750.28 -14209.5
990900 0.099085 -8066.1 -8560.83 -14227.1
991000 0.0990951 -7560.68 -8674.9 -14439.8
991100 0.099105 -7856.84 -8319.18 -14155.2
991200 0.099115 -7470.73 -8257.1 -14530.9
991300 0.0991251 -7801.68 -8533.49 -14271.1
991400 0.099135 -7628.42 -8157.2 -14561.7
991500 0.099145 -7711.49 -8464.37 -14334
991600 0.099155 -7605.76 -8104.13 -14531.7
991700 0.099165 -7722.58 -8636.14 -14294.6
991800 0.0991751 -7604.31 -8085.87 -14572.9
991900 0.099185 -7856.08 -8766.64 -14212.6
992000 0.0991951 -7860.26 -8381.86 -14367.5
992100 0.099205 -7790.88 -8772.88 -14105.3
992200 0.0992151 -7976.08 -8398.97 -14227.7
992300 0.0992251 -8116.88 -8940.03 -14125
992400 0.0992351 -8145.03 -8758.18 -14143.9
992500 0.0992451 -8127.07 -8983.3 -14007.2
992600 0.099255 -8251.56 -9043.83 -14020.1
992700 0.0992651 -8296.33 -8902.64 -14003
992800 0.099275 -8252.48 -9186.74 -13928.8
992900 0.099285 -8273.84 -8957.21 -14026.3
993000 0.0992951 -8462.58 -9483.39 -13750.4
993100 0.099305 -8574.15 -8764.2 -14052.8
993200 0.0993151 -8270.8 -9264.63 -13865.6
993300 0.099325 -8343.82 -8940.7 -14018.6
993400 0.099335 -8384.51 -9522.93 -13781.5
993500 0.0993451 -8222.71 -8590.69 -14229.4
993600 0.099355 -8280.37 -8956.05 -13940.7
993700 0.099365 -8114.56 -8849.65 -14165.2
993800 0.0993751 -8270.86 -9051.04 -13911.2
993900 0.099385 -7857.56 -8516.54 -14457.9
994000 0.099395 -8405.72 -8667.28 -14084.6
994100 0.099405 -7690.29 -8696.71 -14333.9
994200 0.099415 -8040.77 -8536.71 -14148.5
994300 0.0994251 -7632.99 -8475.34 -14508.5
994400 0.099435 -8040.22 -8287.58 -14388.5
994500 0.099445 -7509.48 -8439.99 -14418.8
994600 0.0994551 -7760.64 -8290.49 -14274.1
994700 0.099465 -7672.02 -8279.16 -14515.8
994800 0.099475 -7773.8 -8180.87 -14498
994900 0.0994851 -7742.05 -8434.84 -14408.1
995000 0.0994951 -7761.39 -8672.58 -14286.1
995100 0.0995051 -7923.07 -8373.35 -14411.4
995200 0.0995151 -7656.07 -8530.56 -14381.9
995300 0.0995251 -8095.48 -8442.02 -14262.2
995400 0.099535 -7831.87 -9128.94 -14210.9
995500 0.0995451 -8185.16 -8568.27 -14242.9
995600 0.0995551 -7899.49 -8792.72 -14238.4
995700 0.0995651 -8512.58 -8863 -14034.9
995800 0.0995751 -8053.91 -9122.24 -14090.1
995900 0.099585 -8310.07 -8959.56 -14006.7
996000 0.0995951 -8290.58 -9048.33 -14064.7
996100 0.0996051 -8565.93 -9246.22 -13941.6
996200 0.099615 -8255.56 -9044.28 -14053.8
996300 0.0996251 -8331.99 -9344.02 -13854.3
996400 0.099635 -8396.91 -8958.77 -14044
996500 0.0996451 -8490.11 -9423.07 -13883.6
996600 0.0996551 -8224.28 -8764.83 -14240.6
996700 0.099665 -8138.46 -9280.54 -13933.2
996800 0.0996751 -8418.27 -8762.43 -14175.6
996900 0.099685 -8232.58 -9197.79 -14082.7
997000 0.099695 -7920.01 -8432.82 -14395.2
997100 0.0997051 -8128.72 -9054.08 -14068
997200 0.099715 -7982.73 -8625 -14394.1
997300 0.099725 -7892.49 -8688.02 -14316.4
997400 0.0997351 -7711.69 -8487.05 -14446.3
997500 0.099745 -8072.49 -8666.29 -14263.9
997600 0.099755 -7745 -8719.72 -14385.5
997700 0.0997651 -7897.94 -8223.68 -14449
997800 0.099775 -7504.03 -8464.29 -14680.3
997900 0.0997851 -7950.66 -8390.82 -14374.6
998000 0.099795 -7646.81 -8649.19 -14376.5
998100 0.099805 -7714.16 -8221.33 -14606.3
998200 0.0998151 -7853.89 -8571.47 -14488.4
998300 0.099825 -7820.09 -8495.68 -14408.7
998400 0.0998351 -8034.22 -8726.43 -14155.2
998500 0.0998451 -7801.21 -8612.74 -14470.5
998600 0.0998551 -8142.3 -8758.04 -14393.7
998700 0.099865 -7892.64 -8825.7 -14220.4
998800 0.0998751 -8269.14 -8909.89 -13995.3
998900 0.0998851 -7880.71 -9009.35 -14405.5
999000 0.099895 -8472.04 -8887.39 -14131.6
999100 0.099905 -8109.09 -9148.13 -14046.4
999200 0.099915 -8679.07 -9145.84 -13939.7
999300 0.0999251 -8260.98 -9320.53 -14149.8
999400 0.099935 -8395.88 -9047.3 -14081.4
999500 0.099945 -8419.37 -9120.79 -14000.5
999600 0.0999551 -8523.45 -9451.73 -13878.2
999700 0.099965 -8259.89 -9080.81 -14177.6
999800 0.099975 -8267.68 -9218.85 -14140.8
999900 0.0999851 -8605.47 -8958.05 -14060.1
1000000 0.099995 -8205.79 -9407.9 -14023.9
1000100 0.100005 -8116.47 -8683.83 -14311
1000200 0.100015 -8018.43 -8996.08 -14213.8
1000300 0.100025 -8350.72 -8635.88 -14327.4
1000400 0.100035 -8022.84 -8886.56 -14242.7
1000500 0.100045 -7722.95 -8554.62 -14501
1000600 0.100055 -7920.68 -8841.03 -14413.7
1000700 0.100065 -7949.86 -8472.84 -14498.9
1000800 0.100075 -7844.6 -8428.33 -14334.6
1000900 0.100085 -7526.94 -8342.05 -14634.2
1001000 0.100095 -7990.4 -8616.03 -14415.9
1001100 0.100105 -7824.3 -8386.68 -14537.1
1001200 0.100115 -7816.33 -8294.93 -14387.2
1001300 0.100125 -7540.01 -8498.72 -14588.4
1001400 0.100135 -7935.82 -8560.58 -14347.2
1001500 0.100145 -7888.88 -8557.49 -14406.7
1001600 0.100155 -8069.94 -8480.05 -14387.9
1001700 0.100165 -8117.38 -8918.98 -14336
1001800 0.100175 -8076.51 -8686.93 -14296
1001900 0.100185 -8088.27 -8855.87 -14191.8
1002000 0.100195 -8180.39 -8957.03 -14310.9
1002100 0.100205 -8544.38 -9205.92 -14078.3
1002200 0.100215 -8067.51 -9089.99 -14217.9
1002300 0.100225 -8565.4 -9109.35 -13928.7
1002400 0.100235 -8218.34 -9133.4 -14209.1
1002500 0.100245 -8575.46 -9218.38 -13950.2
1002600 0.100255 -8217.58 -9180.74 -14156.3
1002700 0.100265 -8841.43 -9439.74 -13804.8
1002800 0.100275 -8385.69 -9062.27 -14276
1002900 0.100285 -8551.31 -9303.2 -13993.9
1003000 0.100295 -8329.85 -9106.85 -14205.9
1003100 0.100305 -8367.23 -9368.96 -14019.4
1003200 0.100315 -8271.82 -8750.89 -14296.7
1003300 0.100325 -8216.49 -9014.73 -14214.5
1003400 0.100335 -8125.07 -8727.3 -14385.4
1003500 0.100345 -8083.49 -9032.3 -14246.5
1003600 0.100355 -8062.61 -8460.49 -14433.9
1003700 0.100365 -7872.94 -8864.13 -14477.2
1003800 0.100375 -8047.41 -8495.39 -14488.1
1003900 0.100385 -7687.95 -8593.73 -14427.5
1004000 0.100395 -7867.79 -8519.3 -14507.3
1004100 0.100405 -7981.68 -8613.22 -14582.2
1004200 0.100415 -7750.51 -8576.45 -14600.8
1004300 0.100425 -7796.14 -8345.28 -14507.2
1004400 0.100435 -7908.3 -8736.36 -14424.9
1004500 0.100445 -7901.91 -8364.08 -14579.6
1004600 0.100455 -7844.02 -8719.54 -14473
1004700 0.100465 -8005.84 -8485.24 -14505.3
1004800 0.100475 -8105.72 -9151.59 -14241.7
1004900 0.100485 -7953.56 -8657.49 -14509
1005000 0.100495 -8027.49 -8959.36 -14227.5
1005100 0.100505 -8303.74 -8684.23 -14393.5
1005200 0.100515 -8328.26 -9296.24 -14103.3
1005300 0.100525 -8279.65 -9064.31 -14280.4
1005400 0.100535 -8395.26 -9276.56 -13997.4
1005500 0.100545 -8480.17 -9242.09 -14213.9
1005600 0.100555 -8703.34 -9367.71 -14014.9
1005700 0.100565 -8444.75 -9327.95 -14151.2
1005800 0.100575 -8773.11 -9542.9 -13952.7
1005900 0.100585 -8541.25 -9374.49 -14123.4
1006000 0.100595 -8553.24 -9170.63 -13988.8
1006100 0.100605 -8328 -9300.02 -14130.6
1006200 0.100615 -8517.54 -9176.42 -14127.5
1006300 0.100625 -8288.56 -9275.37 -14130.7
1006400 0.100635 -8434.96 -8910.03 -14250
1006500 0.100645 -8284.74 -9126.59 -14294.7
1006600 0.100655 -8225.24 -8922.67 -14373.9
1006700 0.100665 -7858.62 -8764.7 -14438.9
1006800 0.100675 -7944.27 -8709.71 -14537.6
1006900 0.100685 -8021.83 -8568.05 -14541.7
1007000 0.100695 -7846.26 -8624.08 -14554
1007100 0.100705 -7848.72 -8472.38 -14543.5
1007200 0.100715 -7861.26 -8661.54 -14599.6
1007300 0.100725 -7858.5 -8159.47 -14641.9
1007400 0.100735 -7471.11 -8462.62 -14686.2
1007500 0.100745 -7931.47 -8484.23 -14532.7
1007600 0.100755 -7891.36 -8663.16 -14619
1007700 0.100765 -8031.57 -8469.82 -14561.3
1007800 0.100775 -7872.97 -8639.51 -14537.9
1007900 0.100785 -8051.41 -8794.49 -14471.7
1008000 0.100795 -8175.46 -8675.55 -14453.2
1008100 0.100805 -8067.15 -8833.93 -14382.4
1008200 0.100815 -8417.12 -8815.22 -14326.1
1008300 0.100825 -8241.87 -9305.89 -14266.7
1008400 0.100835 -8483.91 -9047.6 -14274.9
1008500 0.100845 -8278.51 -9205.28 -14204.1
1008600 0.100855 -8595.96 -9079.58 -14226.4
1008700 0.100865 -8477.2 -9461.36 -14053
1008800 0.100875 -8516.56 -9144.98 -14161.2
1008900 0.100885 -8580.04 -9337.52 -14105
1009000 0.100895 -8492.6 -9311.3 -14182.5
1009100 0.100905 -8702.64 -9256.56 -14048.7
1009200 0.100915 -8391.63 -9309.62 -14248.1
1009300 0.100925 -8481.71 -9147.18 -14189.5
1009400 0.100935 -8237.88 -9148.94 -14298.6
1009500 0.100945 -8461.33 -8857.55 -14242.6
1009600 0.100955 -8100.5 -9087.33 -14371.3
1009700 0.100965 -8458.74 -8859.04 -14362.8
1009800 0.100975 -8121.24 -8980.11 -14504.1
1009900 0.100985 -8117.96 -8613.81 -14527.9
1010000 0.100995 -8052.32 -8854.27 -14428.6
1010100 0.101005 -7948.49 -8559.89 -14599.3
1010200 0.101015 -7941.08 -8644.73 -14596.4
1010300 0.101025 -7848.88 -8516.01 -14709.1
1010400 0.101035 -8028.91 -8720.9 -14437.4
1010500 0.101045 -7743.97 -8497.16 -14729.8
1010600 0.101055 -8005.31 -8502.01 -14629.7
1010700 0.101065 -7892.73 -8595.64 -14715.3
1010800 0.101075 -8120.78 -8680.24 -14404
1010900 0.101085 -7883.19 -8649.99 -14630.5
1011000 0.101095 -8185.87 -8817.93 -14601.1
1011100 0.101105 -8094.88 -8831.87 -14574.7
1011200 0.101115 -8275.47 -8954.31 -14301.7
1011300 0.101125 -8126.3 -8929.23 -14449.5
1011400 0.101135 -8359.05 -9095.78 -14396.6
1011500 0.101145 -8352.33 -8898.21 -14450.6
1011600 0.101155 -8418.49 -9288.99 -14160.7
