# Time-averaged data for fix savg
# TimeStep v_gamma c_myP[1] c_myP[2] c_myP[4]
3528300 0.352825 -33032.6 -33213.9 -44333.3
3528400 0.352835 -33027.2 -33207.4 -44339.9
3528500 0.352845 -33021.2 -33201.3 -44346.5
3528600 0.352855 -33015 -33197 -44352.6
3528700 0.352865 -33012.2 -33194 -44356.2
3528800 0.352875 -33013.3 -33193.3 -44357.4
3528900 0.352885 -33016.8 -33195.6 -44356
3529000 0.352895 -33022.3 -33200.2 -44352.9
3529100 0.352905 -33029.2 -33205.7 -44349.7
3529200 0.352915 -33035.6 -33212 -44346.4
3529300 0.352925 -33041.2 -33219 -44343.4
3529400 0.352935 -33045.8 -33225.1 -44341
3529500 0.352945 -33050.1 -33228.5 -44339.5
3529600 0.352955 -33052.4 -33230.3 -44339
3529700 0.352965 -33052 -33229.7 -44340.6
3529800 0.352975 -33049 -33224.9 -44345.1
3529900 0.352985 -33044.5 -33218.7 -44350.5
3530000 0.352995 -33039.6 -33214.1 -44355.7
3530100 0.353005 -33034.5 -33208.8 -44361.2
3530200 0.353015 -33030 -33203.4 -44366.7
3530300 0.353025 -33027.4 -33201 -44370.6
3530400 0.353035 -33027.7 -33201.7 -44371.7
3530500 0.353045 -33029.9 -33204.3 -44371.7
3530600 0.353055 -33035.7 -33208.8 -44369
3530700 0.353065 -33043.9 -33217 -44363.6
3530800 0.353075 -33052.3 -33225.5 -44357.9
3530900 0.353085 -33059.7 -33230.6 -44354
3531000 0.353095 -33064.5 -33234.6 -44352.3
3531100 0.353105 -33067.1 -33237.8 -44351.5
3531200 0.353115 -33067.1 -33237.7 -44353.6
3531300 0.353125 -33064.3 -33235 -44357.8
3531400 0.353135 -33059.5 -33231 -44362.8
3531500 0.353145 -33054.4 -33226 -44368.1
3531600 0.353155 -33050.2 -33220 -44373
3531700 0.353165 -33046.6 -33213.9 -44378
3531800 0.353175 -33043.9 -33210.8 -44381.4
3531900 0.353185 -33043.2 -33209.9 -44383.6
3532000 0.353195 -33044.3 -33210.2 -44385.1
3532100 0.353205 -33046.8 -33214.3 -44384.3
3532200 0.353215 -33052.2 -33220.8 -44381.5
3532300 0.353225 -33060.3 -33227.8 -44376.7
3532400 0.353235 -33068.2 -33234.7 -44372.1
3532500 0.353245 -33074.8 -33240.8 -44368.3
3532600 0.353255 -33079.8 -33245.1 -44365.9
3532700 0.353265 -33082.3 -33246.5 -44365.9
3532800 0.353275 -33082.3 -33246 -44367.4
3532900 0.353285 -33078.7 -33243.4 -44371.5
3533000 0.353295 -33073.4 -33237.4 -44377.8
3533100 0.353305 -33067.4 -33230.2 -44384.7
3533200 0.353315 -33061 -33224.8 -44391.3
3533300 0.353325 -33056.8 -33220.1 -44396.2
3533400 0.353335 -33055.3 -33217.5 -44399.1
3533500 0.353345 -33057.1 -33218.6 -44398.9
3533600 0.353355 -33060.8 -33222 -44396.9
3533700 0.353365 -33065.7 -33225.9 -44394.9
3533800 0.353375 -33072.2 -33231.1 -44391.9
3533900 0.353385 -33078.9 -33238.4 -44388.3
3534000 0.353395 -33084.6 -33245.5 -44385.1
3534100 0.353405 -33089.3 -33250.1 -44383.3
3534200 0.353415 -33093 -33253.6 -44382
3534300 0.353425 -33094.6 -33255.6 -44381.5
3534400 0.353435 -33094.4 -33253.4 -44383.4
3534500 0.353445 -33092 -33248.4 -44387.4
3534600 0.353455 -33087.1 -33243.4 -44392.8
3534700 0.353465 -33081.1 -33237.6 -44399.2
3534800 0.353475 -33074.7 -33231.3 -44406.4
3534900 0.353485 -33069.7 -33226.6 -44412.3
3535000 0.353495 -33068 -33225.5 -44414.7
3535100 0.353505 -33070.1 -33227.1 -44414.7
3535200 0.353515 -33075 -33229.7 -44412.7
3535300 0.353525 -33081.2 -33235.5 -44409.1
3535400 0.353535 -33088.8 -33243.4 -44404.2
3535500 0.353545 -33097.1 -33250.6 -44399.2
3535600 0.353555 -33103.4 -33256.7 -44395.9
3535700 0.353565 -33107.6 -33261.9 -44393.7
3535800 0.353575 -33109.6 -33263.5 -44394.1
3535900 0.353585 -33108.7 -33262 -44397.1
3536000 0.353595 -33105.1 -33258.4 -44401.6
3536100 0.353605 -33100.6 -33254.2 -44406.7
3536200 0.353615 -33096.4 -33248.9 -44411.3
3536300 0.353625 -33092.4 -33242.8 -44416.4
3536400 0.353635 -33088.5 -33238.6 -44420.6
3536500 0.353645 -33085.6 -33235.1 -44424.5
3536600 0.353655 -33085.2 -33233.1 -44427.4
3536700 0.353665 -33086.7 -33235.4 -44427.8
3536800 0.353675 -33089.8 -33240.3 -44426.7
3536900 0.353685 -33095.6 -33246.2 -44423.6
3537000 0.353695 -33103.7 -33253.7 -44418.7
3537100 0.353705 -33112.3 -33261.5 -44413.2
3537200 0.353715 -33119.5 -33267.6 -44408.5
3537300 0.353725 -33124.6 -33270.7 -44406.7
3537400 0.353735 -33126.5 -33271.9 -44406.8
3537500 0.353745 -33123.7 -33270.8 -44410.3
3537600 0.353755 -33118.5 -33265.9 -44416.6
3537700 0.353765 -33112.8 -33259.5 -44423.2
3537800 0.353775 -33107.2 -33254 -44429.2
3537900 0.353785 -33102.7 -33248.8 -44434.1
3538000 0.353795 -33099.8 -33243.6 -44438.8
3538100 0.353805 -33098.5 -33241.6 -44441.3
3538200 0.353815 -33099.8 -33243.2 -44441.2
3538300 0.353825 -33103.5 -33246.8 -44439.8
3538400 0.353835 -33109.1 -33251.6 -44437.1
3538500 0.353845 -33115.7 -33258.6 -44433.3
3538600 0.353855 -33122.4 -33266 -44429.4
3538700 0.353865 -33128.4 -33271.1 -44426.9
3538800 0.353875 -33133 -33275.3 -44425.1
3538900 0.353885 -33136.5 -33279.4 -44423.3
3539000 0.353895 -33138.3 -33280.5 -44423.2
3539100 0.353905 -33137.2 -33277.3 -44425.8
3539200 0.353915 -33133.1 -33272.6 -44430.6
3539300 0.353925 -33127.6 -33266.7 -44436.6
3539400 0.353935 -33121.2 -33259.7 -44443.8
3539500 0.353945 -33115.2 -33253.9 -44450.8
3539600 0.353955 -33111.1 -33250.7 -44455.5
3539700 0.353965 -33109.9 -33250.1 -44457.9
3539800 0.353975 -33112.8 -33251.1 -44457.4
3539900 0.353985 -33118.7 -33255.6 -44454.2
3540000 0.353995 -33126.2 -33262.7 -44449.3
3540100 0.354005 -33134.9 -33270 -44444
3540200 0.354015 -33142.3 -33277 -44440.1
3540300 0.354025 -33146.7 -33283.3 -44437.7
3540400 0.354035 -33149.4 -33286.9 -44437.2
3540500 0.354045 -33151.1 -33287.9 -44438
3540600 0.354055 -33150.9 -33286.8 -44439.7
3540700 0.354065 -33148.1 -33283.4 -44443.4
3540800 0.354075 -33143.9 -33277.9 -44448.4
3540900 0.354085 -33138.8 -33271 -44454.6
3541000 0.354095 -33133.1 -33265.8 -44460.1
3541100 0.354105 -33128.8 -33261.7 -44465
3541200 0.354115 -33126.8 -33258.5 -44468.8
3541300 0.354125 -33127 -33258.5 -44470.3
3541400 0.354135 -33129 -33261.5 -44470.4
3541500 0.354145 -33133.6 -33265.6 -44468.7
3541600 0.354155 -33140.4 -33271.7 -44465.1
3541700 0.354165 -33149.3 -33280.6 -44459.1
3541800 0.354175 -33158.2 -33289 -44452.9
3541900 0.354185 -33164.5 -33293.7 -44449.6
3542000 0.354195 -33168.2 -33296.2 -44448.2
3542100 0.354205 -33168.4 -33297.2 -44449.5
3542200 0.354215 -33165 -33294.3 -44454.1
3542300 0.354225 -33159.7 -33288.8 -44460.4
3542400 0.354235 -33153.7 -33283.5 -44466.8
3542500 0.354245 -33148.1 -33278.1 -44472.3
3542600 0.354255 -33143.7 -33271.2 -44477.9
3542700 0.354265 -33141.5 -33266.8 -44481.5
3542800 0.354275 -33141.5 -33266.4 -44482.7
3542900 0.354285 -33143.5 -33267.9 -44482.8
3543000 0.354295 -33146.9 -33271.4 -44481.9
3543100 0.354305 -33151.3 -33277.1 -44480.1
3543200 0.354315 -33157.5 -33284.6 -44476.3
3543300 0.354325 -33165.2 -33291.5 -44472.1
3543400 0.354335 -33172.8 -33297.2 -44468.1
3543500 0.354345 -33178.2 -33302.5 -44464.8
3543600 0.354355 -33181.3 -33305.1 -44463.9
3543700 0.354365 -33181.7 -33303.9 -44465.4
3543800 0.354375 -33178.5 -33301 -44469.3
3543900 0.354385 -33173.5 -33296.6 -44474.4
3544000 0.354395 -33168.1 -33290.1 -44480.7
3544100 0.354405 -33162.1 -33283.5 -44487.7
3544200 0.354415 -33156.3 -33277.8 -44494
3544300 0.354425 -33152.7 -33274.4 -44498.8
3544400 0.354435 -33153.1 -33273.7 -44500.3
3544500 0.354445 -33156.9 -33276.4 -44498.7
3544600 0.354455 -33163 -33282.6 -44494.7
3544700 0.354465 -33170.8 -33288.9 -44490.2
3544800 0.354475 -33178.7 -33295.7 -44485.8
3544900 0.354485 -33185.3 -33303.4 -44481.9
3545000 0.354495 -33189.9 -33309.2 -44479.9
3545100 0.354505 -33192.7 -33312 -44479.5
3545200 0.354515 -33193.7 -33313 -44480.3
3545300 0.354525 -33192.7 -33311.7 -44482.5
3545400 0.354535 -33189.6 -33306.7 -44486.6
3545500 0.354545 -33185.6 -33300.1 -44491.9
3545600 0.354555 -33181 -33294.6 -44496.8
3545700 0.354565 -33175.2 -33289.6 -44502.7
3545800 0.354575 -33169.9 -33284.2 -44509
3545900 0.354585 -33167 -33281.6 -44513.1
3546000 0.354595 -33167.2 -33283.2 -44514.4
3546100 0.354605 -33171.3 -33286.3 -44512.8
3546200 0.354615 -33178.2 -33291.3 -44509.5
3546300 0.354625 -33186.4 -33299.1 -44504.4
3546400 0.354635 -33194.7 -33307.3 -44498.8
3546500 0.354645 -33202.1 -33313.8 -44494.8
3546600 0.354655 -33207.6 -33318.8 -44491.9
3546700 0.354665 -33210.5 -33322.2 -44490.8
3546800 0.354675 -33210.4 -33322.3 -44492.4
3546900 0.354685 -33207.1 -33317.9 -44497.4
3547000 0.354695 -33200.6 -33311.8 -44504.5
3547100 0.354705 -33193.9 -33306 -44510.9
3547200 0.354715 -33189.3 -33299.7 -44516.7
3547300 0.354725 -33185.8 -33294.6 -44520.9
3547400 0.354735 -33183.9 -33292.2 -44523.3
3547500 0.354745 -33184.5 -33291.4 -44524.7
3547600 0.354755 -33186.6 -33292.5 -44524.8
3547700 0.354765 -33189.8 -33296.6 -44524.1
3547800 0.354775 -33195.1 -33303.7 -44521.2
3547900 0.354785 -33202 -33311.4 -44517.4
3548000 0.354795 -33209.5 -33317.8 -44513.4
3548100 0.354805 -33216.3 -33324.1 -44509.3
3548200 0.354815 -33221.5 -33328 -44506.8
3548300 0.354825 -33225.1 -33328.5 -44505.8
3548400 0.354835 -33225 -33328.1 -44507.3
3548500 0.354845 -33220.9 -33325.2 -44511.7
3548600 0.354855 -33214 -33318.8 -44518.9
3548700 0.354865 -33206.5 -33311.5 -44526.9
3548800 0.354875 -33200.3 -33305.6 -44533.3
3548900 0.354885 -33196.2 -33300.9 -44538.3
3549000 0.354895 -33195.4 -33298.1 -44540.9
3549100 0.354905 -33197.8 -33298.7 -44540.9
3549200 0.354915 -33201.6 -33302.9 -44538.8
3549300 0.354925 -33207.1 -33308.1 -44535.9
3549400 0.354935 -33214.8 -33314.5 -44531.8
3549500 0.354945 -33222.5 -33323.2 -44526.6
3549600 0.354955 -33228.9 -33330.2 -44523.2
3549700 0.354965 -33233.2 -33334.2 -44521.9
3549800 0.354975 -33235 -33336.1 -44522.4
3549900 0.354985 -33235.2 -33336.8 -44523.5
3550000 0.354995 -33234.3 -33334.6 -44525.7
3550100 0.355005 -33231.5 -33329.5 -44530
3550200 0.355015 -33227.2 -33323.8 -44534.6
3550300 0.355025 -33221.9 -33318.3 -44540.3
3550400 0.355035 -33216 -33312 -44547
3550500 0.355045 -33211 -33307.1 -44552.8
3550600 0.355055 -33208.9 -33307.3 -44555.9
3550700 0.355065 -33211 -33309.4 -44555.6
3550800 0.355075 -33215.8 -33312.7 -44553.7
3550900 0.355085 -33222.9 -33318.8 -44549.6
3551000 0.355095 -33232 -33326.5 -44543.7
3551100 0.355105 -33240.7 -33333.6 -44538.6
3551200 0.355115 -33247.5 -33340 -44534.6
3551300 0.355125 -33251 -33344.9 -44533.3
3551400 0.355135 -33251.4 -33346.7 -44534.3
3551500 0.355145 -33249.7 -33344.5 -44537.7
3551600 0.355155 -33246 -33340.1 -44542.7
3551700 0.355165 -33240.7 -33334.9 -44548
3551800 0.355175 -33236 -33328 -44554
3551900 0.355185 -33231.6 -33321.9 -44559.3
3552000 0.355195 -33227.2 -33317.7 -44564
3552100 0.355205 -33225 -33314.9 -44567.4
3552200 0.355215 -33225.9 -33314.9 -44568.3
3552300 0.355225 -33229.2 -33318.1 -44567.3
3552400 0.355235 -33233.8 -33323.7 -44564.8
3552500 0.355245 -33239.7 -33330.2 -44562.1
3552600 0.355255 -33247 -33336.9 -44558.3
3552700 0.355265 -33254.1 -33344.5 -44553.7
3552800 0.355275 -33260.6 -33350.5 -44549.9
3552900 0.355285 -33266.2 -33353.1 -44547.4
3553000 0.355295 -33268.1 -33353.6 -44547.5
3553100 0.355305 -33266 -33351.7 -44550.5
3553200 0.355315 -33260.8 -33346.5 -44556.7
3553300 0.355325 -33253.5 -33339.9 -44564.5
3553400 0.355335 -33246.7 -33334.3 -44571.3
3553500 0.355345 -33241.3 -33329.5 -44577
3553600 0.355355 -33238.3 -33324.6 -44581.3
3553700 0.355365 -33238.4 -33322.3 -44583.2
3553800 0.355375 -33241.6 -33324.5 -44581.8
3553900 0.355385 -33247 -33328.9 -44579
3554000 0.355395 -33253.3 -33334.4 -44575.8
3554100 0.355405 -33259.4 -33342.1 -44572.1
3554200 0.355415 -33265.4 -33350 -44568.6
3554300 0.355425 -33270.9 -33355.1 -44566
3554400 0.355435 -33275.1 -33359 -44564.6
3554500 0.355445 -33278.2 -33361.7 -44563.5
3554600 0.355455 -33279.1 -33361.3 -44564.3
3554700 0.355465 -33277.1 -33357.4 -44568.1
3554800 0.355475 -33272.6 -33351.9 -44573.1
3554900 0.355485 -33266.6 -33346.1 -44579.2
3555000 0.355495 -33261.2 -33339.7 -44585.4
3555100 0.355505 -33256.4 -33334.2 -44591.2
3555200 0.355515 -33252.1 -33331.6 -44596.1
3555300 0.355525 -33250.8 -33331.1 -44598.6
3555400 0.355535 -33253.5 -33332.9 -44598.7
3555500 0.355545 -33259.2 -33338.4 -44595.3
3555600 0.355555 -33267.6 -33345.8 -44589.7
3555700 0.355565 -33277.7 -33353.4 -44583.4
3555800 0.355575 -33286.5 -33360.5 -44578
3555900 0.355585 -33291.5 -33365.9 -44575.6
3556000 0.355595 -33293.1 -33369.3 -44575.8
3556100 0.355605 -33292.8 -33369.6 -44578.1
3556200 0.355615 -33290.5 -33368.1 -44581.5
3556300 0.355625 -33286.5 -33364.7 -44585.7
3556400 0.355635 -33282 -33357.9 -44591.5
3556500 0.355645 -33277.7 -33350.4 -44596.8
3556600 0.355655 -33273.6 -33345.2 -44601.6
3556700 0.355665 -33270.4 -33341.5 -44605.7
3556800 0.355675 -33268.4 -33339.1 -44609.2
3556900 0.355685 -33268.5 -33340.3 -44610.8
3557000 0.355695 -33271.2 -33344.4 -44609.8
3557100 0.355705 -33276.1 -33349.7 -44607.7
3557200 0.355715 -33283.6 -33355.8 -44603.7
3557300 0.355725 -33292.5 -33364.2 -44597.8
3557400 0.355735 -33300.8 -33372.1 -44592.4
3557500 0.355745 -33306.8 -33376.1 -44589.4
3557600 0.355755 -33309.8 -33378.1 -44588.8
3557700 0.355765 -33309.6 -33378.3 -44590.1
3557800 0.355775 -33306.3 -33374.7 -44594.4
3557900 0.355785 -33300.3 -33368.3 -44601.5
3558000 0.355795 -33292.9 -33362.3 -44608.8
3558100 0.355805 -33286 -33356.2 -44615.9
3558200 0.355815 -33281.4 -33350.7 -44621.3
3558300 0.355825 -33280.2 -33347.4 -44624.3
3558400 0.355835 -33281.7 -33347.5 -44624.1
3558500 0.355845 -33286.1 -33350.1 -44622.1
3558600 0.355855 -33291.6 -33353.8 -44620.1
3558700 0.355865 -33296.5 -33359.9 -44617.6
3558800 0.355875 -33301.8 -33367.9 -44614.7
3558900 0.355885 -33308.5 -33375.3 -44611.1
3559000 0.355895 -33314.4 -33381.2 -44608
3559100 0.355905 -33318.6 -33385.5 -44605.6
3559200 0.355915 -33321.7 -33386.3 -44604.7
3559300 0.355925 -33322.2 -33384 -44606.4
3559400 0.355935 -33319.5 -33380 -44610
3559500 0.355945 -33314 -33375 -44615.9
3559600 0.355955 -33307.2 -33368.5 -44623.2
3559700 0.355965 -33300.5 -33361.8 -44630.5
3559800 0.355975 -33295 -33357.7 -44636.4
3559900 0.355985 -33292.7 -33355.4 -44639.8
3560000 0.355995 -33294.4 -33355.2 -44640.6
3560100 0.356005 -33299.6 -33359.7 -44637.6
3560200 0.356015 -33306.6 -33366.4 -44633.3
3560300 0.356025 -33314.1 -33372.5 -44629.1
3560400 0.356035 -33322 -33379.4 -44624.4
3560500 0.356045 -33329 -33386.5 -44620.5
3560600 0.356055 -33333.5 -33391.6 -44618.2
3560700 0.356065 -33335.1 -33393.3 -44619
3560800 0.356075 -33334.6 -33393.3 -44621.1
3560900 0.356085 -33331.4 -33391.5 -44624.6
3561000 0.356095 -33327.3 -33386.1 -44629.8
3561100 0.356105 -33323.7 -33379.9 -44634.4
3561200 0.356115 -33319.9 -33374.4 -44638.9
3561300 0.356125 -33315.8 -33369.2 -44643.4
3561400 0.356135 -33312.4 -33364.2 -44648.5
3561500 0.356145 -33309.7 -33362.5 -44652.7
3561600 0.356155 -33309.7 -33364.9 -44653.7
3561700 0.356165 -33313.4 -33369.5 -44652.7
3561800 0.356175 -33320 -33375.4 -44649.1
3561900 0.356185 -33328.3 -33382.8 -44643.7
3562000 0.356195 -33337.7 -33391 -44637.4
3562100 0.356205 -33346.1 -33396.8 -44632.6
3562200 0.356215 -33351 -33400.6 -44630.5
3562300 0.356225 -33352.3 -33403.1 -44630.5
3562400 0.356235 -33350.3 -33401.9 -44633.9
3562500 0.356245 -33345.4 -33396.6 -44639.9
3562600 0.356255 -33338.5 -33390.6 -44646.9
3562700 0.356265 -33332.6 -33384.8 -44653.1
3562800 0.356275 -33328.4 -33378.7 -44658.2
3562900 0.356285 -33325.4 -33374.6 -44662.1
3563000 0.356295 -33324.5 -33372.9 -44664.1
3563100 0.356305 -33325.6 -33373.3 -44664.8
3563200 0.356315 -33329.1 -33375.2 -44664
3563300 0.356325 -33334.4 -33380.2 -44661.6
3563400 0.356335 -33340 -33387.4 -44658.7
3563500 0.356345 -33346.3 -33393.9 -44655.5
3563600 0.356355 -33352.6 -33400.5 -44652.4
3563700 0.356365 -33357.7 -33406.7 -44649.3
3563800 0.356375 -33361.8 -33409.7 -44647.3
3563900 0.356385 -33364.7 -33409.9 -44646.9
3564000 0.356395 -33364.9 -33408.1 -44648.2
3564100 0.356405 -33360.8 -33403.6 -44652.9
3564200 0.356415 -33353.9 -33396.5 -44660.4
3564300 0.356425 -33346.3 -33389.2 -44668.7
3564400 0.356435 -33339.6 -33384.4 -44675.4
3564500 0.356445 -33335.5 -33381.3 -44680
3564600 0.356455 -33335.4 -33379.3 -44682.2
3564700 0.356465 -33338.9 -33381.1 -44680.6
3564800 0.356475 -33344.7 -33386 -44677.3
3564900 0.356485 -33352 -33391.5 -44673.2
3565000 0.356495 -33359.4 -33398.2 -44669.2
3565100 0.356505 -33366.2 -33406.3 -44665.2
3565200 0.356515 -33371.9 -33413 -44662
3565300 0.356525 -33375 -33415.8 -44661.9
3565400 0.356535 -33376.1 -33416.6 -44662.6
3565500 0.356545 -33375.7 -33416.4 -44664.1
3565600 0.356555 -33373.7 -33413.7 -44667.3
3565700 0.356565 -33370 -33408.1 -44671.9
3565800 0.356575 -33364.9 -33402.6 -44677.4
3565900 0.356585 -33359.9 -33397.2 -44682.6
3566000 0.356595 -33355.9 -33391.1 -44688.1
3566100 0.356605 -33352.9 -33387.7 -44692.4
3566200 0.356615 -33352.3 -33388.4 -44694.3
3566300 0.356625 -33354.3 -33391 -44694.5
3566400 0.356635 -33358.7 -33395.5 -44692.7
3566500 0.356645 -33365.4 -33402.6 -44688.7
3566600 0.356655 -33374 -33410.4 -44682.9
3566700 0.356665 -33383.1 -33417.4 -44677.1
3566800 0.356675 -33390.6 -33422.5 -44673.1
3566900 0.356685 -33393.8 -33426 -44671.8
3567000 0.356695 -33393 -33426 -44674.2
3567100 0.356705 -33390 -33422.9 -44679
3567200 0.356715 -33384.6 -33419.1 -44684.8
3567300 0.356725 -33378.6 -33413.7 -44690.9
3567400 0.356735 -33374.1 -33407 -44696.4
3567500 0.356745 -33370.6 -33401.5 -44700.8
3567600 0.356755 -33368.2 -33398 -44703.8
3567700 0.356765 -33367.4 -33396.5 -44706
3567800 0.356775 -33369.1 -33397.5 -44706.5
3567900 0.356785 -33372.4 -33401.1 -44705.5
3568000 0.356795 -33376.7 -33407.1 -44703.4
3568100 0.356805 -33382.9 -33412.8 -44700.5
3568200 0.356815 -33390.3 -33419.2 -44696.7
3568300 0.356825 -33397.1 -33426.9 -44692
3568400 0.356835 -33403.1 -33432.3 -44688.8
3568500 0.356845 -33406.5 -33434.2 -44687.8
3568600 0.356855 -33406.8 -33433.9 -44688.9
3568700 0.356865 -33404.7 -33431.2 -44692.1
3568800 0.356875 -33400 -33425 -44697.9
3568900 0.356885 -33393.4 -33417.8 -44705.3
3569000 0.356895 -33387.1 -33412.2 -44712
3569100 0.356905 -33381.5 -33408 -44717.9
3569200 0.356915 -33377.8 -33404.1 -44722.7
3569300 0.356925 -33378.3 -33403.8 -44723.7
3569400 0.356935 -33382.5 -33407.7 -44721.5
3569500 0.356945 -33389.6 -33412.2 -44717.2
3569600 0.356955 -33397.5 -33418.1 -44712.8
3569700 0.356965 -33404.7 -33425.8 -44708.6
3569800 0.356975 -33410.3 -33432.5 -44705.5
3569900 0.356985 -33414.3 -33437.1 -44704.7
3570000 0.356995 -33416.7 -33440.3 -44704.4
3570100 0.357005 -33417.6 -33441.5 -44705
3570200 0.357015 -33417.2 -33439.7 -44707
3570300 0.357025 -33415.4 -33435.3 -44710.2
3570400 0.357035 -33411.1 -33429.7 -44715.2
3570500 0.357045 -33405.5 -33424.5 -44720.6
3570600 0.357055 -33400.8 -33418.5 -44726.6
3570700 0.357065 -33396.1 -33414 -44732
3570800 0.357075 -33393 -33412.2 -44735.8
3570900 0.357085 -33393.4 -33412.1 -44737.6
3571000 0.357095 -33397.4 -33415.2 -44736.3
3571100 0.357105 -33403.7 -33421.6 -44732.6
3571200 0.357115 -33412.1 -33430 -44726.9
3571300 0.357125 -33420.9 -33437.8 -44721.4
3571400 0.357135 -33428.5 -33443.9 -44717
3571500 0.357145 -33433.6 -33448.8 -44714.1
3571600 0.357155 -33435.7 -33450.6 -44714.3
3571700 0.357165 -33435 -33448.5 -44717
3571800 0.357175 -33431 -33445.8 -44721.9
3571900 0.357185 -33424.9 -33441.2 -44728.3
3572000 0.357195 -33418.5 -33434 -44735.4
3572100 0.357205 -33413.4 -33428 -44741.1
3572200 0.357215 -33411.2 -33424.4 -44744
3572300 0.357225 -33410.4 -33421.7 -44746.2
3572400 0.357235 -33411.3 -33420.7 -44747.3
3572500 0.357245 -33413.5 -33423 -44747.3
3572600 0.357255 -33416.6 -33428 -44746.1
3572700 0.357265 -33421.2 -33433.5 -44744.3
3572800 0.357275 -33427.9 -33439.7 -44741.1
3572900 0.357285 -33435.4 -33447.7 -44736
3573000 0.357295 -33442.2 -33453.5 -44732.1
3573100 0.357305 -33447.4 -33456.3 -44729.7
3573200 0.357315 -33449.1 -33457.5 -44729.7
3573300 0.357325 -33448 -33456.8 -44731.7
3573400 0.357335 -33444.5 -33452.6 -44736.2
3573500 0.357345 -33438.6 -33446.3 -44743.2
3573600 0.357355 -33431.8 -33439.8 -44750.1
3573700 0.357365 -33426 -33433.9 -44756.7
3573800 0.357375 -33422.5 -33429.3 -44761.6
3573900 0.357385 -33421.3 -33427.5 -44764.1
3574000 0.357395 -33422.9 -33429.9 -44763.9
3574100 0.357405 -33427.9 -33433.8 -44761.2
3574200 0.357415 -33434.5 -33438.4 -44757.9
3574300 0.357425 -33441.2 -33445.2 -44753.6
3574400 0.357435 -33448.7 -33452.3 -44749.2
3574500 0.357445 -33455 -33458.2 -44746.2
3574600 0.357455 -33458.6 -33462.9 -44744.7
3574700 0.357465 -33459.7 -33465.4 -44745.4
3574800 0.357475 -33459.2 -33464.9 -44747.3
3574900 0.357485 -33457.7 -33461.4 -44750.5
3575000 0.357495 -33455.2 -33457.3 -44753.8
3575100 0.357505 -33451.3 -33452.3 -44758.2
3575200 0.357515 -33446.4 -33445.6 -44764.3
3575300 0.357525 -33441.3 -33440.3 -44770.1
3575400 0.357535 -33436.7 -33437.8 -44775.2
3575500 0.357545 -33435 -33436.4 -44778.5
3575600 0.357555 -33437.2 -33437.8 -44778.8
3575700 0.357565 -33442.8 -33443.2 -44775.8
3575800 0.357575 -33450.1 -33449.5 -44771.2
3575900 0.357585 -33457.7 -33455.8 -44766.8
3576000 0.357595 -33465.7 -33462.7 -44762
3576100 0.357605 -33472.1 -33469.8 -44757.8
3576200 0.357615 -33475.7 -33473.7 -44756.4
3576300 0.357625 -33476.7 -33473.5 -44757.7
3576400 0.357635 -33474.6 -33471.6 -44761.3
3576500 0.357645 -33470 -33467.4 -44766.3
3576600 0.357655 -33464.8 -33461.1 -44772.7
3576700 0.357665 -33459.7 -33455.3 -44778.6
3576800 0.357675 -33455.2 -33451 -44783.1
3576900 0.357685 -33452.6 -33447.3 -44786.7
3577000 0.357695 -33451.7 -33444.5 -44789.3
3577100 0.357705 -33452.8 -33444.7 -44790.1
3577200 0.357715 -33456.2 -33448.5 -44788.6
3577300 0.357725 -33461.4 -33453.9 -44786.5
3577400 0.357735 -33467 -33460.1 -44783.9
3577500 0.357745 -33472.9 -33467.6 -44780.4
3577600 0.357755 -33479.8 -33474.4 -44776.6
3577700 0.357765 -33486.4 -33478.4 -44773
3577800 0.357775 -33490.9 -33481.1 -44770.8
3577900 0.357785 -33492.4 -33482.2 -44770.6
3578000 0.357795 -33490.6 -33479.2 -44773.9
3578100 0.357805 -33484.7 -33473.8 -44780.4
3578200 0.357815 -33477.4 -33467.9 -44787.8
3578300 0.357825 -33470.4 -33461.6 -44795.3
3578400 0.357835 -33465.8 -33455.8 -44800.8
3578500 0.357845 -33463.9 -33452.5 -44804.1
3578600 0.357855 -33464.3 -33452.4 -44805.1
3578700 0.357865 -33467.4 -33454.2 -44804.1
3578800 0.357875 -33473.3 -33458.7 -44801.3
3578900 0.357885 -33480.2 -33466.3 -44796.8
3579000 0.357895 -33486.7 -33473.5 -44793.1
3579100 0.357905 -33493.1 -33478.9 -44790.1
3579200 0.357915 -33498.1 -33484.1 -44787.9
3579300 0.357925 -33500.8 -33487.5 -44787.2
3579400 0.357935 -33501.8 -33488.3 -44787.9
3579500 0.357945 -33501.7 -33487.2 -44789.9
3579600 0.357955 -33499.7 -33484.5 -44792.6
3579700 0.357965 -33495.6 -33479.8 -44796.9
3579800 0.357975 -33490.8 -33472.6 -44803
3579900 0.357985 -33485.7 -33466.4 -44808.6
3580000 0.357995 -33481 -33462.7 -44813.8
3580100 0.358005 -33478.3 -33460.6 -44817.8
3580200 0.358015 -33477.8 -33460.3 -44820.4
3580300 0.358025 -33480.2 -33463.7 -44819.9
3580400 0.358035 -33486.6 -33469.6 -44816.2
3580500 0.358045 -33495.3 -33475.7 -44811.3
3580600 0.358055 -33504.3 -33482.7 -44805.5
3580700 0.358065 -33512.2 -33490.4 -44800.2
3580800 0.358075 -33517.3 -33495.6 -44797.6
3580900 0.358085 -33518.5 -33497.1 -44798.6
