# Time-averaged data for fix savg
# TimeStep v_gamma c_myP[1] c_myP[2] c_myP[4]
317000 0.031695 -1703.18 -2230.4 -5108.22
317100 0.031705 -1712.3 -2240.07 -5104.24
317200 0.031715 -1718.23 -2246.08 -5101.72
317300 0.031725 -1722.66 -2249.46 -5100
317400 0.0317351 -1727.38 -2252.89 -5098.95
317500 0.031745 -1730.86 -2255.33 -5098.63
317600 0.031755 -1730.5 -2254.08 -5099.92
317700 0.031765 -1729.01 -2250.84 -5102.45
317800 0.031775 -1728.17 -2247.55 -5105.83
317900 0.031785 -1725.88 -2242.87 -5109.61
318000 0.0317951 -1720.03 -2235.26 -5114.5
318100 0.031805 -1713.64 -2226.94 -5120.54
318200 0.031815 -1708.2 -2218.85 -5127.51
318300 0.031825 -1701.6 -2209.28 -5134.62
318400 0.031835 -1692.38 -2197.71 -5142.13
318500 0.031845 -1683.21 -2186.71 -5150.29
318600 0.0318551 -1674.98 -2176.32 -5159.26
318700 0.0318651 -1665.79 -2164.42 -5168.36
318800 0.031875 -1655 -2151.05 -5177.43
318900 0.031885 -1644.8 -2139.08 -5186.57
319000 0.031895 -1635.27 -2128.07 -5196.25
319100 0.031905 -1624.75 -2115.67 -5206.11
319200 0.0319151 -1613.48 -2102.07 -5215.87
319300 0.031925 -1603.15 -2089.97 -5225.48
319400 0.031935 -1593.18 -2078.97 -5235.25
319500 0.0319451 -1581.88 -2066.81 -5245.19
319600 0.031955 -1570.41 -2053.75 -5255.18
319700 0.031965 -1560.85 -2042.64 -5264.68
319800 0.031975 -1551.68 -2032.68 -5273.8
319900 0.031985 -1540.79 -2021.87 -5282.89
320000 0.0319951 -1530.33 -2011.07 -5291.99
320100 0.0320051 -1522.36 -2002.29 -5300.67
320200 0.032015 -1514.83 -1994.2 -5308.68
320300 0.032025 -1505.53 -1985.62 -5316.26
320400 0.032035 -1497.05 -1978.24 -5323.67
320500 0.032045 -1491.49 -1973.26 -5330.73
320600 0.0320551 -1486.62 -1968.53 -5336.89
320700 0.0320651 -1480.55 -1963.6 -5342.15
320800 0.0320751 -1475.9 -1961.23 -5346.79
320900 0.0320851 -1474.12 -1961.74 -5351.01
321000 0.032095 -1473.04 -1962.11 -5354.34
321100 0.032105 -1471.69 -1962.27 -5356.55
321200 0.032115 -1472.5 -1965.85 -5357.71
321300 0.0321251 -1475.7 -1972.6 -5358.3
321400 0.0321351 -1479.14 -1979.07 -5358.09
321500 0.032145 -1483.18 -1985.22 -5356.87
321600 0.032155 -1490.3 -1995.04 -5354.33
321700 0.0321651 -1499.31 -2007.96 -5350.95
321800 0.032175 -1507.75 -2020.69 -5346.74
321900 0.032185 -1517.31 -2033.26 -5341.72
322000 0.032195 -1530.93 -2049.34 -5335.34
322100 0.032205 -1546.12 -2067.78 -5327.87
322200 0.0322151 -1559.74 -2085.93 -5319.44
322300 0.032225 -1574.39 -2104.29 -5310.49
322400 0.032235 -1593.37 -2125.45 -5300.6
322500 0.032245 -1613.02 -2146.78 -5290.05
322600 0.032255 -1629.67 -2166.39 -5279.01
322700 0.0322651 -1646.03 -2185.75 -5268.51
322800 0.0322751 -1664.9 -2206.02 -5258.41
322900 0.0322851 -1682.7 -2223.49 -5248.81
323000 0.032295 -1697.05 -2237.87 -5239.49
323100 0.0323051 -1710.56 -2252.32 -5231.16
323200 0.032315 -1725.07 -2267.21 -5223.79
323300 0.032325 -1737.27 -2277.96 -5217.68
323400 0.032335 -1746.58 -2285.04 -5212.36
323500 0.032345 -1755.16 -2292.35 -5208.22
323600 0.032355 -1763.49 -2299.99 -5205.11
323700 0.032365 -1768.86 -2303.8 -5203.28
323800 0.032375 -1772.43 -2304.35 -5202.28
323900 0.032385 -1776.1 -2305.22 -5202.28
324000 0.032395 -1778.96 -2306.29 -5203.08
324100 0.0324051 -1778.33 -2304.24 -5204.99
324200 0.0324151 -1776.53 -2299.75 -5207.67
324300 0.0324251 -1775.6 -2295.51 -5211.23
324400 0.032435 -1773.73 -2290.94 -5215.43
324500 0.032445 -1768.18 -2283.91 -5220.49
324600 0.032455 -1761.78 -2275.66 -5226.19
324700 0.032465 -1756.75 -2267.8 -5232.58
324800 0.0324751 -1751 -2259.03 -5239.43
324900 0.032485 -1742.07 -2248.35 -5246.83
325000 0.032495 -1732.68 -2237.89 -5254.57
325100 0.032505 -1724.8 -2228.36 -5262.69
325200 0.032515 -1716.47 -2217.58 -5271.01
325300 0.032525 -1706.03 -2205.23 -5279.55
325400 0.032535 -1695.7 -2194.22 -5288.15
325500 0.032545 -1686.72 -2184.79 -5296.75
325600 0.0325551 -1677.35 -2174.21 -5305.25
325700 0.032565 -1667.12 -2162.38 -5313.65
325800 0.032575 -1657.85 -2152.53 -5321.88
325900 0.032585 -1649.7 -2144.7 -5329.84
326000 0.0325951 -1640.86 -2136.08 -5337.46
326100 0.032605 -1632.11 -2126.62 -5344.76
326200 0.032615 -1625.18 -2119.24 -5351.82
326300 0.0326251 -1619.22 -2113.83 -5358.51
326400 0.032635 -1612.08 -2108.02 -5364.76
326500 0.0326451 -1605.49 -2101.99 -5370.52
326600 0.032655 -1601.48 -2098.05 -5375.95
326700 0.0326651 -1598.5 -2095.57 -5381
326800 0.032675 -1593.94 -2092.86 -5385.63
326900 0.0326851 -1590.08 -2090.85 -5389.59
327000 0.032695 -1589.2 -2091.04 -5393.11
327100 0.032705 -1589.48 -2091.98 -5396.16
327200 0.032715 -1588.17 -2092.48 -5398.84
327300 0.032725 -1587.7 -2094.71 -5400.75
327400 0.0327351 -1590.24 -2099.57 -5402
327500 0.032745 -1593.85 -2104.43 -5402.57
327600 0.0327551 -1596.29 -2108.3 -5402.81
327700 0.0327651 -1599.98 -2114.67 -5402.32
327800 0.0327751 -1606.2 -2123.94 -5401.09
327900 0.0327851 -1612.79 -2132.56 -5398.98
328000 0.032795 -1618.79 -2139.54 -5396.6
328100 0.032805 -1626.65 -2149.09 -5393.77
328200 0.032815 -1636.21 -2161.21 -5390.45
328300 0.0328251 -1645.03 -2172.39 -5386.22
328400 0.0328351 -1653.65 -2181.71 -5381.74
328500 0.032845 -1664.59 -2193.03 -5377.21
328600 0.032855 -1676.46 -2205.9 -5372.68
328700 0.032865 -1686.59 -2217.86 -5367.35
328800 0.032875 -1696.6 -2228.42 -5361.72
328900 0.032885 -1709.54 -2240.75 -5355.99
329000 0.0328951 -1723.07 -2253.47 -5350.64
329100 0.032905 -1733.74 -2264.54 -5345.12
329200 0.032915 -1743.77 -2274.68 -5339.63
329300 0.032925 -1756.25 -2286.03 -5334.25
329400 0.032935 -1768.6 -2296.12 -5329.59
329500 0.032945 -1777.82 -2303.78 -5325.38
329600 0.032955 -1786.11 -2311.22 -5321.63
329700 0.0329651 -1796.1 -2319.77 -5318.04
329800 0.0329751 -1804.73 -2325.64 -5315.37
329900 0.0329851 -1810.34 -2328.23 -5313.65
330000 0.032995 -1815.16 -2331.11 -5312.89
330100 0.0330051 -1820.71 -2335.12 -5312.38
330200 0.033015 -1824 -2336.18 -5312.46
330300 0.0330251 -1824.91 -2333.96 -5313.44
330400 0.0330351 -1825.69 -2332.34 -5315.59
330500 0.033045 -1826.58 -2331.77 -5318.13
330600 0.033055 -1824.61 -2328.68 -5320.9
330700 0.033065 -1821.15 -2323.14 -5324.06
330800 0.033075 -1818.54 -2318.52 -5328.19
330900 0.033085 -1815.79 -2314.52 -5332.94
331000 0.033095 -1809.99 -2308.58 -5337.81
331100 0.033105 -1803.37 -2301.36 -5342.63
331200 0.033115 -1798.31 -2295.3 -5347.97
331300 0.033125 -1793.14 -2289.24 -5354.01
331400 0.033135 -1785.14 -2281.51 -5360.33
331500 0.033145 -1776.75 -2273.64 -5366.44
331600 0.033155 -1770.26 -2267.3 -5372.53
331700 0.0331651 -1763.69 -2260.42 -5379.1
331800 0.0331751 -1754.91 -2251.97 -5386.11
331900 0.033185 -1746.22 -2244.31 -5392.98
332000 0.033195 -1739.48 -2238.61 -5399.39
332100 0.033205 -1732.56 -2232.16 -5405.79
332200 0.033215 -1724.26 -2224.27 -5412.49
332300 0.033225 -1716.67 -2217.79 -5419.28
332400 0.033235 -1710.91 -2213.53 -5425.42
332500 0.0332451 -1704.69 -2208.59 -5431.02
332600 0.0332551 -1697.94 -2202.54 -5436.49
332700 0.033265 -1692.6 -2198.22 -5442.17
332800 0.033275 -1688.96 -2196.06 -5447.35
332900 0.033285 -1684.52 -2193.35 -5451.64
333000 0.033295 -1680.27 -2190.16 -5455.22
333100 0.033305 -1678.16 -2188.93 -5458.85
333200 0.033315 -1677.64 -2189.42 -5462.23
333300 0.033325 -1675.91 -2189.27 -5464.89
333400 0.033335 -1674.73 -2189.27 -5466.43
333500 0.0333451 -1676.28 -2191.53 -5467.62
333600 0.033355 -1679.17 -2194.8 -5468.72
333700 0.033365 -1680.63 -2197.08 -5469.52
333800 0.0333751 -1682.89 -2200.18 -5469.21
333900 0.033385 -1687.96 -2205.65 -5468.18
334000 0.0333951 -1693.93 -2211.47 -5466.93
334100 0.0334051 -1698.41 -2215.84 -5465.89
334200 0.033415 -1703.78 -2221.4 -5464.26
334300 0.033425 -1711.5 -2229.12 -5461.9
334400 0.033435 -1719.6 -2236.81 -5458.93
334500 0.033445 -1726.41 -2242.82 -5456.33
334600 0.033455 -1734.3 -2250.22 -5453.78
334700 0.033465 -1744.01 -2259.44 -5450.8
334800 0.033475 -1753.17 -2268.08 -5447.03
334900 0.033485 -1761.31 -2275.15 -5443.43
335000 0.033495 -1770.94 -2283.82 -5440.15
335100 0.033505 -1781.96 -2293.88 -5436.92
335200 0.033515 -1791.64 -2302.91 -5432.95
335300 0.0335251 -1800.4 -2310.61 -5428.8
335400 0.033535 -1810.94 -2320.06 -5424.94
335500 0.033545 -1822.21 -2330.13 -5421.68
335600 0.033555 -1831.35 -2338.5 -5418.17
335700 0.033565 -1839.59 -2345.84 -5414.31
335800 0.033575 -1849.5 -2354.85 -5410.56
335900 0.0335851 -1859.32 -2363.58 -5407.73
336000 0.0335951 -1866.43 -2369.9 -5405.37
336100 0.033605 -1872.66 -2375.45 -5402.94
336200 0.0336151 -1880.35 -2382.55 -5400.42
336300 0.033625 -1886.79 -2388.36 -5398.89
336400 0.033635 -1890.03 -2391.06 -5398.56
336500 0.033645 -1892.52 -2393.26 -5398.89
336600 0.033655 -1896.04 -2396.58 -5399.23
336700 0.033665 -1897.48 -2398.08 -5400.19
336800 0.033675 -1895.9 -2396.51 -5402.41
336900 0.0336851 -1894.11 -2395.02 -5405.81
337000 0.033695 -1893.22 -2394.4 -5409.39
337100 0.033705 -1889.96 -2391.85 -5413.05
337200 0.033715 -1884.26 -2386.87 -5417.46
337300 0.0337251 -1879.05 -2382.68 -5423.03
337400 0.033735 -1874.57 -2379 -5429.14
337500 0.033745 -1867.6 -2373.26 -5435.16
337600 0.0337551 -1858.74 -2365.7 -5441.32
337700 0.033765 -1851.07 -2359.7 -5448.2
337800 0.033775 -1843.89 -2353.9 -5455.86
337900 0.033785 -1834.37 -2345.9 -5463.53
338000 0.0337951 -1823.88 -2336.88 -5470.89
338100 0.033805 -1815.09 -2329.93 -5478.25
338200 0.033815 -1806.36 -2322.89 -5486.37
338300 0.0338251 -1795.47 -2313.51 -5494.79
338400 0.033835 -1784.61 -2303.87 -5502.82
338500 0.0338451 -1776.22 -2296.82 -5510.05
338600 0.033855 -1767.78 -2289.78 -5517.31
338700 0.0338651 -1757.79 -2280.87 -5524.79
338800 0.0338751 -1748.7 -2272.43 -5532.18
338900 0.033885 -1742.59 -2266.64 -5538.36
339000 0.033895 -1736.14 -2260.79 -5543.88
339100 0.033905 -1728.81 -2253.92 -5549.19
339200 0.033915 -1723.54 -2248.75 -5554.45
339300 0.0339251 -1721.36 -2246.01 -5558.61
339400 0.033935 -1718.76 -2243.06 -5561.66
339500 0.033945 -1715.9 -2239.98 -5563.99
339600 0.0339551 -1715.39 -2239.28 -5566.32
339700 0.033965 -1717.53 -2240.53 -5568.02
339800 0.033975 -1719.2 -2241.24 -5568.7
339900 0.033985 -1721.12 -2242.39 -5568.28
340000 0.033995 -1725.37 -2246.31 -5567.66
340100 0.034005 -1731.51 -2251.74 -5566.78
340200 0.034015 -1737.03 -2256.19 -5565.32
340300 0.034025 -1743.2 -2261.3 -5562.73
340400 0.034035 -1751.67 -2269.26 -5559.55
340500 0.0340451 -1761.38 -2278.66 -5556.02
340600 0.034055 -1770.13 -2286.7 -5552.4
340700 0.034065 -1779.81 -2295.38 -5548
340800 0.0340751 -1791.59 -2306.49 -5542.93
340900 0.034085 -1803.62 -2318.55 -5537.37
341000 0.0340951 -1814.13 -2329.03 -5532.11
341100 0.034105 -1825.52 -2339.97 -5526.81
341200 0.0341151 -1838.68 -2352.52 -5521.12
341300 0.034125 -1850.86 -2364.89 -5515.06
341400 0.034135 -1860.99 -2375.63 -5509.52
341500 0.0341451 -1871.82 -2386.91 -5504.55
341600 0.034155 -1884.15 -2399.06 -5499.61
341700 0.0341651 -1895.18 -2410.35 -5494.24
341800 0.034175 -1904.15 -2420.27 -5489.23
341900 0.034185 -1913.71 -2431.16 -5484.98
342000 0.034195 -1924.06 -2442.16 -5481.35
342100 0.034205 -1932.62 -2451.22 -5477.71
342200 0.034215 -1939.49 -2459.09 -5474.22
342300 0.034225 -1946.82 -2468.29 -5471.41
342400 0.034235 -1954.09 -2477.21 -5469.55
342500 0.034245 -1959.12 -2483.3 -5468.24
342600 0.034255 -1962.9 -2488.06 -5467.16
342700 0.034265 -1967.17 -2494.24 -5466.6
342800 0.034275 -1970.23 -2499.75 -5467.13
342900 0.0342851 -1970.39 -2501.76 -5468.78
343000 0.0342951 -1969.79 -2502.32 -5471.06
343100 0.0343051 -1969.85 -2503.85 -5473.84
343200 0.0343151 -1967.59 -2504.16 -5477.58
343300 0.034325 -1961.74 -2500.78 -5482.76
343400 0.034335 -1955.66 -2496.24 -5488.95
343500 0.034345 -1950.67 -2492.05 -5495.7
343600 0.034355 -1942.87 -2486.03 -5502.93
343700 0.034365 -1931.45 -2476.96 -5511.26
343800 0.034375 -1920.63 -2467.99 -5520.49
343900 0.0343851 -1911.47 -2459.08 -5530.15
344000 0.034395 -1900.05 -2448.08 -5539.57
344100 0.034405 -1886.29 -2435.51 -5549.16
344200 0.034415 -1873.92 -2424.7 -5559.08
344300 0.034425 -1863.08 -2413.92 -5569.46
344400 0.0344351 -1850.8 -2400.78 -5579.28
344500 0.0344451 -1837.85 -2387.33 -5588.55
344600 0.034455 -1826.99 -2376.98 -5597.53
344700 0.034465 -1817.37 -2367.23 -5606.63
344800 0.034475 -1807.02 -2355.37 -5615.11
344900 0.0344851 -1797.35 -2343.63 -5622.91
345000 0.034495 -1790.13 -2335.23 -5630.06
345100 0.0345051 -1783.15 -2327.6 -5637.17
345200 0.0345151 -1775.57 -2318.34 -5643.67
345300 0.0345251 -1769.93 -2309.79 -5649.48
345400 0.034535 -1767.59 -2304.77 -5654.19
345500 0.034545 -1764.97 -2300.7 -5658.33
345600 0.034555 -1761.53 -2295.85 -5661.81
345700 0.034565 -1760.63 -2292.46 -5664.72
345800 0.0345751 -1763.3 -2291.92 -5666.52
345900 0.034585 -1765.32 -2291.87 -5667.51
346000 0.034595 -1766.49 -2291.95 -5667.7
346100 0.034605 -1770.2 -2294.33 -5667.41
346200 0.034615 -1777.12 -2298.8 -5666.23
346300 0.0346251 -1783.38 -2302.89 -5664.29
346400 0.0346351 -1788.91 -2307.54 -5661.57
346500 0.034645 -1796.5 -2315.04 -5658.51
346600 0.034655 -1806.28 -2323.98 -5654.88
346700 0.034665 -1815.37 -2331.67 -5650.76
346800 0.034675 -1824.27 -2339.9 -5645.98
346900 0.034685 -1834.82 -2351.1 -5640.92
347000 0.0346951 -1846.3 -2363.37 -5635.53
347100 0.0347051 -1856.89 -2373.95 -5629.92
347200 0.0347151 -1867.9 -2384.79 -5623.92
347300 0.0347251 -1880.4 -2398.23 -5617.77
347400 0.034735 -1892.61 -2412.38 -5611.47
347500 0.034745 -1903.45 -2424.76 -5605.21
347600 0.034755 -1915.12 -2437.25 -5598.88
347700 0.034765 -1928.32 -2451.51 -5592.61
347800 0.034775 -1940.3 -2465.85 -5586.4
347900 0.034785 -1950.33 -2478.62 -5580.42
348000 0.034795 -1961.29 -2491.62 -5574.64
348100 0.034805 -1973.88 -2505.55 -5569.09
348200 0.034815 -1984.71 -2518.59 -5563.82
348300 0.034825 -1993.13 -2530.18 -5558.97
348400 0.034835 -2002.17 -2542.31 -5554.56
348500 0.0348451 -2012.42 -2554.45 -5550.62
348600 0.034855 -2020.55 -2564.38 -5547.23
348700 0.034865 -2026.25 -2572.84 -5544.42
348800 0.034875 -2032.18 -2582.29 -5542.24
348900 0.034885 -2038.46 -2591.16 -5540.67
349000 0.034895 -2042.22 -2596.46 -5539.94
349100 0.034905 -2043.94 -2599.9 -5540.06
349200 0.0349151 -2045.6 -2604.42 -5541.1
349300 0.034925 -2046.33 -2607.92 -5542.9
349400 0.034935 -2044.11 -2607.02 -5545.71
349500 0.034945 -2040.77 -2604.06 -5549.53
349600 0.034955 -2037.59 -2601.9 -5554.51
349700 0.034965 -2032.4 -2598.46 -5560.31
349800 0.034975 -2023.94 -2590.77 -5567.06
349900 0.0349851 -2015.56 -2581.52 -5574.63
350000 0.0349951 -2008.09 -2572.69 -5583.32
350100 0.0350051 -1998.18 -2562.47 -5592.66
350200 0.035015 -1985.16 -2549.15 -5602.61
350300 0.035025 -1973.34 -2535.68 -5612.82
350400 0.035035 -1963.32 -2522.6 -5623.65
350500 0.0350451 -1951.43 -2508.28 -5634.61
350600 0.0350551 -1937.54 -2492.8 -5645.55
350700 0.0350651 -1925.16 -2478.58 -5656.31
350800 0.035075 -1914.78 -2464.68 -5667.23
350900 0.035085 -1903.22 -2449.35 -5677.91
351000 0.035095 -1890.62 -2433.88 -5688.39
351100 0.035105 -1880.27 -2421.51 -5698.12
351200 0.0351151 -1871.79 -2410.09 -5707.28
351300 0.035125 -1862.75 -2397.17 -5715.77
351400 0.0351351 -1854.03 -2384.84 -5723.91
351500 0.035145 -1847.73 -2376.19 -5731.3
351600 0.035155 -1842.45 -2368.76 -5737.86
351700 0.0351651 -1836.78 -2360.06 -5743.33
351800 0.035175 -1832.66 -2352.4 -5748.3
351900 0.0351851 -1831.49 -2348.7 -5752.49
352000 0.035195 -1830.55 -2346.4 -5755.77
352100 0.0352051 -1829 -2343.42 -5757.71
352200 0.035215 -1829.86 -2342.06 -5758.92
352300 0.035225 -1833.89 -2344.1 -5759.52
352400 0.0352351 -1837.4 -2347.07 -5759.48
352500 0.035245 -1840.14 -2350.09 -5758.22
352600 0.035255 -1845.49 -2355.3 -5756.08
352700 0.035265 -1853.77 -2362.95 -5753.4
352800 0.0352751 -1861.2 -2370.59 -5750.49
352900 0.035285 -1867.8 -2378.59 -5746.83
353000 0.035295 -1876.69 -2389.2 -5742.35
353100 0.035305 -1887.87 -2401.43 -5737.26
353200 0.035315 -1898.17 -2412.81 -5732.07
353300 0.035325 -1908 -2424.63 -5726.57
353400 0.035335 -1919.82 -2439.36 -5720.42
353500 0.035345 -1933.1 -2455.32 -5713.49
353600 0.035355 -1945.64 -2470.11 -5706.19
353700 0.035365 -1958.33 -2485.32 -5698.83
353800 0.035375 -1972.68 -2503.21 -5691.29
353900 0.035385 -1987.21 -2521.64 -5683.21
354000 0.0353951 -2000.58 -2538.48 -5674.61
354100 0.0354051 -2014.36 -2555.27 -5666.27
354200 0.0354151 -2029.59 -2573.99 -5658.34
354300 0.035425 -2043.77 -2592.43 -5650.36
354400 0.035435 -2055.75 -2608.46 -5642.22
354500 0.035445 -2068.12 -2623.98 -5634.59
354600 0.0354551 -2081.59 -2640.21 -5627.93
354700 0.035465 -2092.62 -2654.52 -5622.2
354800 0.0354751 -2100.77 -2666.03 -5616.86
354900 0.035485 -2109.1 -2676.94 -5612.18
355000 0.035495 -2117.95 -2687.28 -5608.72
355100 0.035505 -2123.61 -2694.33 -5606.9
355200 0.035515 -2126.24 -2698.52 -5606.1
355300 0.035525 -2128.83 -2702.34 -5606.11
355400 0.035535 -2131.33 -2704.9 -5607.08
355500 0.035545 -2130.41 -2703.37 -5609.83
355600 0.0355551 -2127.09 -2699.4 -5613.96
355700 0.0355651 -2123.93 -2695.72 -5618.9
355800 0.035575 -2120.11 -2690.66 -5624.37
355900 0.035585 -2112.93 -2681.32 -5631.23
356000 0.035595 -2104.38 -2670.17 -5639.48
356100 0.035605 -2096.39 -2659.88 -5648.66
356200 0.0356151 -2087.41 -2648.49 -5657.92
356300 0.035625 -2075.23 -2633.18 -5668
356400 0.0356351 -2062.75 -2616.91 -5679.07
356500 0.035645 -2051.4 -2601.86 -5691.06
356600 0.035655 -2038.86 -2586.02 -5702.98
356700 0.035665 -2023.84 -2567.49 -5714.91
356800 0.035675 -2009.67 -2549.37 -5726.96
356900 0.0356851 -1997.42 -2533.06 -5739.44
357000 0.035695 -1984.13 -2516.29 -5751.75
357100 0.035705 -1969.35 -2498.32 -5763.56
357200 0.035715 -1956.75 -2482.64 -5774.38
357300 0.035725 -1946.37 -2468.99 -5784.96
357400 0.035735 -1935.19 -2455.01 -5795.32
357500 0.0357451 -1923.52 -2440.97 -5805.16
357600 0.0357551 -1914.67 -2430.29 -5813.57
357700 0.035765 -1908.08 -2421.81 -5820.96
357800 0.0357751 -1901 -2413.2 -5827.82
357900 0.0357851 -1894.34 -2405.31 -5834.37
358000 0.035795 -1890.88 -2401.34 -5839.55
358100 0.035805 -1889.26 -2399.39 -5843.27
358200 0.0358151 -1887.2 -2397.37 -5846
358300 0.0358251 -1886.45 -2396.85 -5848.42
358400 0.0358351 -1889.11 -2400.38 -5849.86
358500 0.035845 -1893.03 -2405.59 -5849.74
358600 0.035855 -1896.52 -2410.84 -5848.08
358700 0.035865 -1901.95 -2418.23 -5845.88
358800 0.035875 -1910.68 -2429.32 -5843.14
358900 0.0358851 -1919.88 -2441.33 -5839.25
359000 0.035895 -1928.49 -2453.15 -5833.75
359100 0.035905 -1939.33 -2467.46 -5827.36
359200 0.035915 -1952.89 -2484.61 -5820.78
359300 0.035925 -1965.97 -2501.54 -5813.81
359400 0.035935 -1978.11 -2517.6 -5805.88
359500 0.035945 -1992.06 -2535.58 -5797.3
359600 0.0359551 -2007.51 -2554.91 -5788.78
359700 0.0359651 -2021.29 -2572.63 -5780.69
359800 0.0359751 -2034.1 -2589.03 -5772.62
359900 0.0359851 -2048.57 -2607.09 -5764.1
360000 0.0359951 -2063.64 -2625.58 -5755.44
360100 0.036005 -2076.58 -2642.04 -5747.24
360200 0.036015 -2088.73 -2657.18 -5739.85
360300 0.0360251 -2102.15 -2673.26 -5732.74
360400 0.036035 -2114.94 -2688.37 -5725.7
360500 0.036045 -2124.95 -2700.76 -5719.14
360600 0.036055 -2134.23 -2711.95 -5713.89
360700 0.036065 -2144.62 -2723.65 -5709.59
360800 0.036075 -2153.27 -2733.05 -5705.84
360900 0.0360851 -2158.92 -2739.34 -5702.43
361000 0.036095 -2163.85 -2744.7 -5700.41
361100 0.036105 -2169.47 -2750.07 -5699.89
361200 0.036115 -2172.65 -2752.29 -5700.42
361300 0.036125 -2172.86 -2751.17 -5701.32
361400 0.036135 -2172.55 -2749.59 -5703.33
361500 0.036145 -2172.34 -2747.73 -5706.83
361600 0.036155 -2169.17 -2742.35 -5711.8
361700 0.0361651 -2163.9 -2734.28 -5717.08
361800 0.0361751 -2158.81 -2726.61 -5722.85
361900 0.036185 -2153.6 -2718.91 -5729.43
362000 0.036195 -2145.5 -2708.26 -5737.31
362100 0.036205 -2136.46 -2696.06 -5745.52
362200 0.036215 -2128.59 -2685.15 -5753.69
362300 0.0362251 -2120.7 -2674.61 -5761.78
362400 0.0362351 -2110.33 -2662.06 -5770.61
362500 0.036245 -2099.92 -2649.12 -5779.83
362600 0.036255 -2091.21 -2637.68 -5789.02
362700 0.036265 -2082.47 -2626.47 -5797.68
362800 0.036275 -2071.6 -2613.86 -5806.52
362900 0.036285 -2061.08 -2601.76 -5815.72
363000 0.0362951 -2052.33 -2591.04 -5825.27
363100 0.0363051 -2043.47 -2580.17 -5834.2
363200 0.036315 -2033.07 -2568.41 -5842.7
363300 0.036325 -2023.46 -2558.19 -5851.2
363400 0.036335 -2015.75 -2549.73 -5860.03
363500 0.036345 -2007.85 -2540.85 -5868.32
363600 0.036355 -1999.07 -2531.26 -5875.85
363700 0.036365 -1991.92 -2524.4 -5882.7
363800 0.036375 -1986.57 -2519.73 -5889.54
363900 0.0363851 -1980.76 -2514.5 -5895.98
364000 0.0363951 -1975.1 -2508.99 -5901.53
364100 0.036405 -1972.03 -2506.97 -5905.84
364200 0.036415 -1970.58 -2507.42 -5909.54
364300 0.036425 -1968.35 -2507.49 -5912.78
364400 0.036435 -1967.21 -2507.86 -5915.24
364500 0.036445 -1969.57 -2511.91 -5916.26
364600 0.036455 -1973.29 -2518.16 -5916.1
364700 0.036465 -1975.78 -2524.18 -5915.27
364800 0.036475 -1979.84 -2531.23 -5913.88
364900 0.036485 -1987.87 -2541.61 -5911.34
365000 0.036495 -1996.89 -2553.21 -5907.42
365100 0.036505 -2004.32 -2564.4 -5902.62
365200 0.0365151 -2013.31 -2577.34 -5897.48
365300 0.0365251 -2025.9 -2592.81 -5891.88
365400 0.0365351 -2038.74 -2607.84 -5885.32
365500 0.0365451 -2049.86 -2621.73 -5878.01
365600 0.036555 -2062.21 -2637.75 -5870.59
365700 0.036565 -2076.94 -2655.34 -5863.45
365800 0.036575 -2090.86 -2670.88 -5856.13
365900 0.036585 -2103.28 -2684.33 -5848.54
366000 0.036595 -2116.59 -2699.73 -5841.07
366100 0.036605 -2130.5 -2715.67 -5834.38
366200 0.036615 -2142.64 -2728.83 -5828.06
366300 0.036625 -2153.8 -2739.43 -5821.98
366400 0.036635 -2165.93 -2751.51 -5816.12
366500 0.036645 -2177.23 -2763.34 -5811.11
366600 0.036655 -2185.32 -2771.8 -5806.99
366700 0.036665 -2192.51 -2777.59 -5803.81
366800 0.0366751 -2201.01 -2784.22 -5800.97
366900 0.036685 -2207.81 -2789.77 -5798.87
367000 0.036695 -2210.71 -2792.2 -5797.68
367100 0.036705 -2212.86 -2792.85 -5797.74
367200 0.036715 -2216.51 -2793.82 -5798.4
367300 0.0367251 -2218.04 -2792.77 -5799.81
367400 0.0367351 -2215.92 -2789.21 -5801.94
367500 0.0367451 -2213.22 -2785.26 -5805.24
367600 0.0367551 -2211.88 -2781.52 -5809.24
367700 0.036765 -2208.61 -2775.27 -5813.94
367800 0.036775 -2202.72 -2767.12 -5819.01
367900 0.036785 -2196.62 -2759.88 -5824.9
368000 0.036795 -2191.46 -2753.15 -5831.33
368100 0.036805 -2184.59 -2743.88 -5838.33
368200 0.036815 -2176.45 -2733.2 -5845.43
368300 0.036825 -2168.72 -2724.26 -5852.9
368400 0.036835 -2161.41 -2716.23 -5860.6
368500 0.036845 -2152.43 -2706.06 -5868.68
368600 0.0368551 -2143.4 -2694.99 -5876.66
368700 0.036865 -2135.6 -2685.92 -5884.7
368800 0.036875 -2127.79 -2677.94 -5892.63
368900 0.0368851 -2118.17 -2668.46 -5900.7
369000 0.036895 -2109.3 -2658.76 -5908.55
369100 0.0369051 -2102.42 -2650.9 -5916.31
369200 0.036915 -2095.33 -2643.87 -5923.75
369300 0.036925 -2086.38 -2636.07 -5930.98
369400 0.036935 -2078.62 -2629.12 -5937.82
369500 0.0369451 -2073.59 -2624.01 -5944.37
369600 0.036955 -2068.51 -2619.24 -5950.33
369700 0.036965 -2061.75 -2614.11 -5955.85
369800 0.036975 -2056.5 -2611.16 -5960.79
369900 0.036985 -2054.21 -2610.19 -5965.2
370000 0.0369951 -2051.98 -2608.78 -5968.93
