# Time-averaged data for fix savg
# TimeStep c_myP[1] c_myP[2] c_myP[4]
18900 63.6099 -842.395 -0.288616
19000 68.7862 -846.226 -0.26554
19100 74.221 -849.89 -0.23666
19200 80.589 -853.077 -0.202938
19300 86.6873 -856.869 -0.16512
19400 91.5321 -861.353 -0.124022
19500 96.5315 -865.288 -0.0802027
19600 102.182 -868.672 -0.0348742
19700 107.575 -872.914 0.0113496
19800 112.097 -877.941 0.0574783
19900 116.839 -882.251 0.103229
20000 121.873 -885.865 0.147571
20100 126.447 -890.341 0.189983
20200 130.517 -895.648 0.229562
20300 135.062 -900.286 0.266081
20400 139.666 -904.214 0.298999
20500 143.476 -908.832 0.327908
20600 146.963 -914.13 0.352268
20700 151.209 -918.887 0.371743
20800 155.483 -923.136 0.386411
20900 158.692 -927.915 0.396017
21000 161.562 -933.028 0.400663
21100 165.321 -937.629 0.399882
21200 169.195 -942.067 0.394316
21300 171.945 -947.035 0.383771
21400 174.292 -951.948 0.369085
21500 177.418 -956.209 0.349755
21600 180.681 -960.621 0.326872
21700 182.977 -965.72 0.300141
21800 184.932 -970.515 0.270911
21900 187.416 -974.441 0.23878
22000 189.857 -978.665 0.205272
22100 191.543 -983.749 0.169983
22200 193.115 -988.496 0.13458
22300 194.946 -992.298 0.0991315
22400 196.475 -996.329 0.0639475
22500 197.446 -1001.24 0.0279623
22600 198.644 -1005.9 -0.00619226
22700 200.068 -1009.71 -0.038533
22800 200.782 -1013.75 -0.0679384
22900 200.828 -1018.5 -0.0949204
23000 201.338 -1023.06 -0.118508
23100 202.181 -1027.07 -0.138967
23200 202.148 -1031.37 -0.155284
23300 201.371 -1036.08 -0.168375
23400 201.118 -1040.5 -0.177622
23500 201.285 -1044.67 -0.182996
23600 200.595 -1049.36 -0.18407
23700 199.111 -1054.29 -0.181188
23800 198.016 -1058.7 -0.174378
23900 197.275 -1063.05 -0.164025
24000 195.832 -1068.19 -0.150064
24100 193.743 -1073.51 -0.132666
24200 191.929 -1078.1 -0.112602
24300 190.22 -1082.66 -0.0901555
24400 187.871 -1088.16 -0.0652419
24500 185.171 -1093.93 -0.0380737
24600 182.738 -1098.9 -0.00971157
24700 180.084 -1103.79 0.0195929
24800 176.724 -1109.6 0.0493145
24900 173.305 -1115.72 0.079527
25000 170.29 -1121.18 0.10962
25100 166.809 -1126.58 0.138775
25200 162.523 -1132.7 0.166021
25300 158.312 -1139.02 0.191985
25400 154.7 -1144.89 0.216243
25500 150.518 -1150.88 0.238314
25600 145.268 -1157.47 0.25781
25700 140.105 -1163.94 0.274114
25800 135.667 -1170.06 0.286894
25900 130.691 -1176.66 0.29577
26000 124.655 -1183.79 0.300737
26100 118.726 -1190.4 0.301085
26200 113.463 -1196.61 0.296974
26300 107.707 -1203.56 0.287603
26400 101.151 -1211.13 0.273527
26500 94.6426 -1217.96 0.254099
26600 88.4983 -1224.2 0.230042
26700 81.7711 -1231.31 0.200501
26800 74.6205 -1239.14 0.166615
26900 67.7909 -1246.13 0.127772
27000 61.057 -1252.44 0.0854218
27100 53.4188 -1259.53 0.0387676
27200 45.5758 -1267.31 -0.0105345
27300 38.4593 -1274.34 -0.062867
27400 31.3385 -1280.79 -0.115957
27500 22.9947 -1287.88 -0.170098
27600 14.5081 -1295.36 -0.223167
27700 7.13248 -1302.14 -0.275367
27800 -0.161157 -1308.71 -0.324256
27900 -8.79963 -1315.9 -0.36975
28000 -17.6576 -1323.01 -0.409746
28100 -25.2753 -1329.33 -0.444357
28200 -32.7202 -1335.89 -0.471718
28300 -41.3301 -1343.28 -0.491599
28400 -50.1508 -1350.18 -0.502458
28500 -57.8607 -1356.02 -0.504386
28600 -65.5099 -1362.43 -0.496695
28700 -73.9389 -1369.99 -0.479334
28800 -82.3135 -1376.89 -0.451809
28900 -89.8036 -1382.5 -0.414175
29000 -97.6476 -1388.74 -0.367014
29100 -105.94 -1396.36 -0.310559
29200 -113.672 -1403.38 -0.245517
29300 -120.599 -1409.11 -0.171938
29400 -128.45 -1415.41 -0.0913423
29500 -136.66 -1422.98 -0.00429967
29600 -143.761 -1430.05 0.0873903
29700 -149.889 -1436.17 0.1834
29800 -157.392 -1442.88 0.281738
29900 -165.393 -1450.45 0.381376
30000 -171.946 -1457.4 0.479783
30100 -177.239 -1463.93 0.575794
30200 -184.01 -1471.36 0.667283
30300 -191.4 -1479.14 0.752411
30400 -197.29 -1485.83 0.828484
30500 -201.786 -1492.52 0.892902
30600 -207.504 -1500.69 0.943741
30700 -213.623 -1508.87 0.977925
30800 -218.298 -1515.27 0.993479
30900 -221.825 -1521.79 0.98621
31000 -226.181 -1530.33 0.955168
31100 -230.209 -1538.78 0.896103
31200 -232.617 -1544.89 0.809397
31300 -234.488 -1550.9 0.690485
31400 -236.958 -1559.09 0.541569
31500 -238.023 -1567.12 0.359089
31600 -236.86 -1572.65 0.148796
31700 -235.889 -1577.86 -0.0908558
31800 -235.627 -1584.79 -0.350864
31900 -233.105 -1591.19 -0.630418
32000 -227.707 -1595.44 -0.916004
32100 -223.166 -1599.6 -1.20307
32200 -219.738 -1604.65 -1.47634
32300 -214.091 -1608.48 -1.73694
32400 -205.566 -1610.89 -1.97357
32500 -198.126 -1613.91 -2.18515
32600 -191.871 -1617.27 -2.36549
32700 -184.063 -1618.78 -2.51449
32800 -174.181 -1619.47 -2.62606
32900 -165.51 -1621.65 -2.70427
33000 -157.919 -1624.18 -2.74615
33100 -149.557 -1624.67 -2.75699
33200 -140.321 -1624.65 -2.73689
33300 -132.313 -1626.47 -2.692
33400 -124.768 -1628.84 -2.6228
33500 -116.664 -1629.43 -2.53411
33600 -108.626 -1629.58 -2.42758
33700 -101.937 -1631.4 -2.3081
33800 -95.1943 -1633.83 -2.1771
33900 -87.7211 -1635.02 -2.03782
34000 -80.8037 -1635.96 -1.89186
34100 -75.4069 -1638.13 -1.74238
34200 -69.7734 -1640.69 -1.59092
34300 -63.1833 -1642.52 -1.43951
34400 -57.2188 -1644.48 -1.2894
34500 -52.799 -1647.32 -1.14238
34600 -48.2313 -1650.12 -0.9998
34700 -42.6826 -1652.47 -0.863003
34800 -37.6317 -1655.4 -0.732897
34900 -33.8977 -1659.06 -0.610349
35000 -30.1471 -1662.3 -0.496245
35100 -25.6408 -1665.09 -0.391492
35200 -21.5558 -1668.77 -0.296712
35300 -18.3745 -1673.24 -0.212287
35400 -15.1523 -1677.07 -0.138532
35500 -11.5217 -1680.34 -0.0759965
35600 -8.42665 -1684.56 -0.0249552
35700 -5.81998 -1689.64 0.0143946
35800 -2.94579 -1694.08 0.042315
35900 0.00689229 -1697.92 0.0585413
36000 2.11524 -1702.59 0.0637697
36100 4.05974 -1708 0.0580455
36200 6.68224 -1712.89 0.0414893
36300 9.3312 -1717.3 0.0143942
36400 10.8574 -1722.36 -0.0216454
36500 12.1972 -1727.86 -0.0668969
36600 14.4684 -1732.92 -0.121917
36700 16.8331 -1737.79 -0.184839
36800 17.9602 -1743.24 -0.252232
36900 18.8266 -1748.72 -0.324774
37000 20.591 -1753.63 -0.402092
37100 22.5614 -1758.68 -0.483359
37200 23.4266 -1764.4 -0.563769
37300 24.0255 -1769.78 -0.642464
37400 25.3414 -1774.34 -0.720501
37500 26.7632 -1779.23 -0.796873
37600 27.3891 -1784.96 -0.867499
37700 27.9342 -1790.19 -0.931128
37800 28.9324 -1794.42 -0.987295
37900 29.7387 -1798.96 -1.03692
38000 29.9589 -1804.43 -1.0767
38100 30.4281 -1809.43 -1.10579
38200 31.2029 -1813.45 -1.12377
38300 31.3426 -1817.75 -1.13115
38400 30.9535 -1822.81 -1.12756
38500 31.1368 -1827.51 -1.11346
38600 31.674 -1831.5 -1.08831
38700 31.3077 -1835.76 -1.05281
38800 30.2966 -1840.52 -1.00906
38900 29.9779 -1844.91 -0.958122
39000 30.0492 -1848.99 -0.900086
39100 29.1684 -1853.55 -0.836141
39200 27.5874 -1858.31 -0.767755
39300 26.6129 -1862.55 -0.696338
39400 25.9865 -1866.79 -0.622676
39500 24.5605 -1871.77 -0.54705
39600 22.494 -1876.83 -0.470336
39700 20.8538 -1881.15 -0.395749
39800 19.3354 -1885.61 -0.324863
39900 17.1574 -1891.05 -0.25702
40000 14.6048 -1896.6 -0.192773
40100 12.3528 -1901.31 -0.134301
40200 9.88804 -1906.15 -0.0837765
40300 6.7923 -1912.01 -0.0407512
40400 3.63833 -1918.07 -0.0050889
40500 0.835223 -1923.37 0.0214819
40600 -2.53145 -1928.78 0.0381467
40700 -6.71936 -1935.08 0.0442491
40800 -10.7105 -1941.55 0.0390998
40900 -14.1347 -1947.48 0.0223695
41000 -18.2863 -1953.61 -0.00567696
41100 -23.4846 -1960.43 -0.0463518
41200 -28.3555 -1967.15 -0.0990094
41300 -32.5693 -1973.55 -0.164306
41400 -37.5301 -1980.46 -0.241521
41500 -43.5703 -1987.86 -0.33079
41600 -49.371 -1994.78 -0.431414
41700 -54.5613 -2001.43 -0.543607
41800 -60.4101 -2008.94 -0.666079
41900 -67.2124 -2016.92 -0.798603
42000 -73.8184 -2024.03 -0.939573
42100 -80.1103 -2030.74 -1.0887
42200 -87.0798 -2038.56 -1.24387
42300 -94.6614 -2046.92 -1.40391
42400 -101.86 -2054.15 -1.56596
42500 -109.151 -2060.78 -1.72876
42600 -117.339 -2068.51 -1.88938
42700 -125.736 -2076.77 -2.04567
42800 -133.285 -2083.85 -2.19362
42900 -141.223 -2090.28 -2.33087
43000 -150.394 -2097.59 -2.45391
43100 -159.471 -2105.12 -2.56006
43200 -167.097 -2111.53 -2.64529
43300 -175.117 -2117.58 -2.70714
43400 -184.545 -2124.28 -2.74309
43500 -193.719 -2130.61 -2.75172
43600 -201.029 -2135.88 -2.73151
43700 -208.509 -2141.39 -2.6823
43800 -217.207 -2147.53 -2.60446
43900 -225.605 -2152.73 -2.49891
44000 -232.261 -2156.82 -2.36762
44100 -238.853 -2161.81 -2.21754
44200 -246.015 -2167.65 -2.05163
44300 -252.681 -2172.27 -1.86832
44400 -258.11 -2175.71 -1.67157
44500 -263.67 -2180.37 -1.47204
44600 -269.317 -2186.13 -1.27322
44700 -274.062 -2190.77 -1.0716
44800 -278.085 -2194.26 -0.872817
44900 -282.703 -2198.96 -0.686733
45000 -287.167 -2204.77 -0.515951
45100 -290.133 -2209.72 -0.359512
45200 -292.633 -2213.86 -0.220301
45300 -296.199 -2219.03 -0.103245
45400 -299.662 -2224.97 -0.0112801
45500 -301.173 -2230.21 0.0540978
45600 -302.192 -2235.21 0.0937494
45700 -304.461 -2241.21 0.104075
45800 -306.798 -2247.4 0.0842388
45900 -307.065 -2252.79 0.0330756
46000 -306.737 -2258.53 -0.0500013
46100 -307.451 -2265.47 -0.164268
46200 -308.23 -2272 -0.306804
46300 -307.085 -2277.35 -0.481055
46400 -305.478 -2283.43 -0.682353
46500 -304.405 -2290.95 -0.908003
46600 -303.023 -2297.74 -1.15629
46700 -300.014 -2302.87 -1.42375
46800 -296.958 -2308.71 -1.70486
46900 -294.009 -2316.1 -1.99625
47000 -290.071 -2322.6 -2.28978
47100 -284.74 -2327.24 -2.5801
47200 -280.029 -2332.36 -2.86052
47300 -275.391 -2338.7 -3.12464
47400 -269.232 -2344.06 -3.36002
47500 -262.01 -2347.89 -3.56042
47600 -255.822 -2352.01 -3.72908
47700 -249.968 -2356.71 -3.86155
47800 -242.431 -2360.37 -3.95036
47900 -233.925 -2363.16 -3.99537
48000 -227.025 -2366.53 -3.99696
48100 -220.919 -2369.9 -3.95751
48200 -213.453 -2372.08 -3.8794
48300 -205.355 -2374.08 -3.76637
48400 -198.66 -2377.1 -3.62262
48500 -192.783 -2379.86 -3.45296
48600 -186.093 -2381.32 -3.26221
48700 -179.292 -2382.99 -3.05531
48800 -173.56 -2386.01 -2.83658
48900 -168.302 -2388.82 -2.60998
49000 -162.599 -2390.36 -2.37942
49100 -157.331 -2392.18 -2.14871
49200 -152.914 -2395.36 -1.92084
49300 -148.494 -2398.49 -1.69815
49400 -143.707 -2400.61 -1.48291
49500 -139.767 -2402.99 -1.27755
49600 -136.674 -2406.47 -1.08385
49700 -133.237 -2409.94 -0.903117
49800 -129.323 -2412.8 -0.736257
49900 -126.418 -2416 -0.584583
50000 -124.447 -2419.93 -0.449036
50100 -122.032 -2423.71 -0.330397
50200 -119.043 -2427.23 -0.228772
50300 -116.981 -2431.33 -0.144619
50400 -115.852 -2435.86 -0.0781711
50500 -114.362 -2439.97 -0.0298872
50600 -112.359 -2444.01 0.000573213
50700 -111.092 -2448.9 0.0133626
50800 -110.571 -2454.12 0.00885273
50900 -109.796 -2458.63 -0.0128471
51000 -108.788 -2463.08 -0.0505839
51100 -108.397 -2468.55 -0.103623
51200 -108.384 -2474.37 -0.172141
51300 -108.072 -2479.33 -0.255129
51400 -107.901 -2484.16 -0.348434
51500 -108.398 -2489.96 -0.451096
51600 -108.921 -2496.12 -0.564208
51700 -108.952 -2501.46 -0.684626
51800 -109.373 -2506.64 -0.809645
51900 -110.654 -2512.62 -0.938762
52000 -111.736 -2518.79 -1.06944
52100 -112.071 -2524.29 -1.19751
52200 -112.898 -2529.77 -1.3207
52300 -114.769 -2535.81 -1.43826
52400 -116.383 -2541.67 -1.54685
52500 -117.108 -2546.99 -1.64282
52600 -118.259 -2552.59 -1.72477
52700 -120.459 -2558.61 -1.79229
52800 -122.441 -2564.01 -1.84266
52900 -123.633 -2568.88 -1.87376
53000 -125.164 -2574.34 -1.8852
53100 -127.506 -2580.25 -1.87699
53200 -129.632 -2585.25 -1.84946
53300 -131.301 -2589.64 -1.80397
53400 -133.374 -2594.83 -1.74104
53500 -135.911 -2600.55 -1.65992
53600 -138.078 -2605.33 -1.56265
53700 -140.165 -2609.5 -1.45568
53800 -142.891 -2614.48 -1.3394
53900 -145.786 -2620.01 -1.21452
54000 -148.015 -2624.78 -1.08415
54100 -150.397 -2629.11 -0.952587
54200 -153.708 -2634.14 -0.821182
54300 -157.159 -2639.53 -0.688903
54400 -159.738 -2644.39 -0.559996
54500 -162.506 -2649.17 -0.441223
54600 -166.384 -2654.58 -0.332825
54700 -170.398 -2660.04 -0.235726
54800 -173.552 -2665.05 -0.151226
54900 -176.86 -2670.4 -0.0818974
55000 -181.257 -2676.46 -0.0305147
55100 -185.731 -2682.21 0.00188053
55200 -189.577 -2687.43 0.0155525
55300 -193.605 -2693.32 0.00860438
55400 -198.542 -2700.09 -0.0197192
55500 -203.539 -2706.4 -0.0707868
55600 -208.161 -2711.98 -0.144908
55700 -213.137 -2718.35 -0.242084
55800 -218.752 -2725.75 -0.361847
55900 -224.071 -2732.64 -0.504714
56000 -229.283 -2738.73 -0.670981
56100 -235.273 -2745.57 -0.860919
56200 -241.829 -2753.43 -1.07364
56300 -247.626 -2760.82 -1.30808
56400 -253.364 -2767.55 -1.56305
56500 -260.297 -2774.95 -1.83764
56600 -267.873 -2783.07 -2.13013
56700 -274.274 -2790.65 -2.43805
56800 -280.474 -2797.91 -2.75869
56900 -288.123 -2805.93 -3.08943
57000 -296.56 -2814.16 -3.42702
57100 -303.629 -2821.5 -3.76683
57200 -310.328 -2828.92 -4.10359
57300 -318.411 -2837.45 -4.43152
57400 -327.181 -2845.63 -4.74429
57500 -334.597 -2852.27 -5.03443
57600 -341.659 -2859.27 -5.29402
57700 -349.732 -2867.8 -5.51448
57800 -357.821 -2875.57 -5.68731
57900 -364.578 -2881.17 -5.80522
58000 -371.295 -2887.14 -5.8625
58100 -378.554 -2894.87 -5.85462
58200 -384.638 -2901.65 -5.7785
58300 -389.292 -2906.17 -5.63579
58400 -394.438 -2911.02 -5.43112
58500 -399.94 -2917.37 -5.17099
58600 -403.273 -2922.82 -4.86119
58700 -405.112 -2926.61 -4.51125
58800 -407.947 -2930.88 -4.13152
58900 -411.387 -2936.07 -3.73278
59000 -412.394 -2940.31 -3.32167
59100 -411.948 -2943.8 -2.90573
59200 -412.65 -2948.17 -2.49344
59300 -414.226 -2952.88 -2.0991
59400 -413.678 -2956.36 -1.72824
59500 -411.972 -2959.81 -1.38584
59600 -411.192 -2964.66 -1.07453
59700 -411.139 -2969.49 -0.798787
59800 -409.495 -2972.73 -0.560635
59900 -407.227 -2976.19 -0.36248
60000 -405.59 -2981.41 -0.20414
60100 -404.143 -2986.54 -0.0869642
60200 -401.468 -2989.92 -0.0108805
60300 -398.862 -2993.47 0.0239774
60400 -396.815 -2998.79 0.0199861
60500 -394.255 -3004.05 -0.020946
60600 -390.511 -3007.72 -0.0962985
60700 -387.425 -3011.47 -0.203964
60800 -385.083 -3016.62 -0.340064
60900 -381.681 -3021.59 -0.500016
61000 -376.94 -3025.38 -0.678853
61100 -373.137 -3029.38 -0.872202
61200 -370.349 -3034.22 -1.07523
61300 -366.317 -3038.5 -1.28208
61400 -360.88 -3042.04 -1.48661
61500 -356.334 -3046.18 -1.68351
61600 -352.894 -3050.68 -1.86834
61700 -348.367 -3054.11 -2.03641
61800 -342.708 -3057.1 -2.18321
61900 -337.756 -3061.14 -2.3052
62000 -333.677 -3065.34 -2.4002
62100 -328.783 -3068.11 -2.46695
62200 -323.363 -3070.54 -2.50464
62300 -318.58 -3074.3 -2.51312
62400 -314.208 -3078.25 -2.49298
62500 -309.167 -3080.77 -2.44631
62600 -304.283 -3082.99 -2.3755
62700 -300.171 -3086.49 -2.28317
62800 -296.027 -3090.25 -2.1714
62900 -291.165 -3092.9 -2.04357
63000 -286.924 -3095.37 -1.90314
63100 -283.701 -3098.87 -1.75373
63200 -280.215 -3102.52 -1.59752
63300 -275.896 -3105.47 -1.43749
63400 -272.335 -3108.56 -1.27644
63500 -269.949 -3112.37 -1.11769
63600 -267.307 -3116.04 -0.96306
63700 -263.837 -3119.33 -0.814586
63800 -261.03 -3123.15 -0.673868
63900 -259.337 -3127.52 -0.543324
64000 -257.494 -3131.42 -0.424351
64100 -255.031 -3135.04 -0.318234
64200 -253.11 -3139.51 -0.225499
64300 -252.026 -3144.53 -0.147423
64400 -250.82 -3148.85 -0.0848987
64500 -249.349 -3152.84 -0.0387118
64600 -248.44 -3157.82 -0.00869998
64700 -248.001 -3163.4 0.00505572
64800 -247.307 -3168.24 0.00251913
64900 -246.698 -3172.7 -0.0164018
65000 -246.839 -3178.08 -0.0510315
65100 -247.147 -3184.02 -0.100358
65200 -246.931 -3189.32 -0.163482
65300 -246.997 -3194.32 -0.240162
65400 -248.076 -3200.07 -0.330486
65500 -249.198 -3206.15 -0.431436
65600 -249.555 -3211.67 -0.53683
65700 -250.215 -3217.15 -0.646942
65800 -252.029 -3223.21 -0.763012
65900 -253.905 -3229.19 -0.882772
66000 -254.924 -3234.66 -1.00328
66100 -256.183 -3240.42 -1.12108
66200 -258.555 -3246.74 -1.23413
66300 -261.019 -3252.56 -1.34136
66400 -262.771 -3257.69 -1.43916
66500 -264.74 -3263.41 -1.52151
66600 -267.478 -3269.71 -1.58753
66700 -270.18 -3275.25 -1.63876
66800 -272.501 -3279.94 -1.67345
66900 -275.246 -3285.32 -1.68996
67000 -278.472 -3291.42 -1.68704
67100 -281.281 -3296.66 -1.66504
67200 -283.955 -3301.06 -1.62435
67300 -287.411 -3306.08 -1.56514
67400 -291.122 -3311.76 -1.48922
67500 -294.022 -3316.71 -1.4001
67600 -296.886 -3321.07 -1.29847
67700 -300.821 -3325.98 -1.18605
67800 -304.963 -3331.28 -1.06544
67900 -308.08 -3336 -0.940907
68000 -311.089 -3340.56 -0.816628
68100 -315.249 -3345.72 -0.691769
68200 -319.75 -3350.89 -0.567203
68300 -323.274 -3355.5 -0.449439
68400 -326.653 -3360.39 -0.341423
68500 -331.085 -3366.06 -0.244238
68600 -335.825 -3371.48 -0.158615
68700 -339.849 -3376.18 -0.0894579
68800 -343.81 -3381.48 -0.0385385
68900 -348.565 -3387.79 -0.0061032
69000 -353.32 -3393.7 0.00658132
69100 -357.695 -3398.77 -0.00230999
69200 -362.384 -3404.53 -0.0336199
69300 -367.69 -3411.45 -0.0877982
69400 -372.568 -3417.99 -0.165217
69500 -377.215 -3423.69 -0.266514
69600 -382.593 -3430.04 -0.391917
69700 -388.546 -3437.45 -0.541118
69800 -393.635 -3444.54 -0.713756
69900 -398.468 -3451.02 -0.909717
70000 -404.442 -3458.17 -1.12891
70100 -411.122 -3466.05 -1.37007
70200 -416.615 -3473.5 -1.63145
70300 -421.666 -3480.73 -1.91135
70400 -428.051 -3488.85 -2.20874
70500 -435.274 -3497.26 -2.52162
70600 -441.237 -3504.83 -2.84691
70700 -446.637 -3512.6 -3.18108
70800 -453.317 -3521.73 -3.52103
70900 -460.708 -3530.74 -3.86316
71000 -466.952 -3538.29 -4.20235
71100 -472.802 -3546.27 -4.53269
71200 -479.744 -3556.17 -4.84738
71300 -486.748 -3565.73 -5.13987
71400 -492.658 -3573.16 -5.40213
71500 -498.725 -3581.02 -5.62643
71600 -505.778 -3591.1 -5.80222
71700 -511.663 -3600.71 -5.9209
71800 -516.152 -3607.8 -5.97363
