LAMMPS data file via write_data, version 10 Sep 2025, timestep = 6000000, units = metal

810 atoms
2 atom types

0.8629843886799013 52.15462061131917 xlo xhi
-14.00255054252724 65.01876554252682 ylo yhi
-10 10 zlo zhi

Masses

1 95.95
2 78.95999999999999

Atoms # atomic

189 2 25.55587644817934 18.591846547451702 -1.887040590311372 0 0 0
112 1 3.8590335506943747 -12.897897235531229 -0.06215038343695589 0 0 0
114 2 5.653519499747696 -13.172013644469612 -1.7460987121271394 0 0 0
113 2 5.624018399336995 -13.258613328445042 1.63541078062819 0 0 0
120 2 11.336459590175807 -13.197838655503151 -1.7598829677895935 0 0 0
119 2 11.341678111080991 -13.248624957669724 1.6249605306537056 0 0 0
118 1 9.561214477842153 -12.901988086210691 -0.05987842570655566 0 0 0
124 1 15.259437491158838 -12.90718707126049 -0.11050407279606844 0 0 0
126 2 17.024430588325888 -13.230155828929417 -1.8156418594750932 0 0 0
125 2 17.05013325440305 -13.225345105599063 1.569270440188017 0 0 0
132 2 22.72192601090082 -13.213355956407549 -1.842502078599793 0 0 0
131 2 22.747507198614457 -13.24741906966173 1.542216610998409 0 0 0
130 1 20.956694306948755 -12.910881018296557 -0.13298201607787163 0 0 0
163 1 1.0066032052498504 18.221024347203183 -0.06924805480121066 0 0 0
169 1 6.702243870491999 18.224137579545932 -0.3384569420499517 0 0 0
175 1 12.400936561960044 18.224043713369426 -0.09640794221322224 0 0 0
181 1 18.099786367055355 18.22276311095259 -0.04483698183039664 0 0 0
187 1 23.80246650814736 18.221775931613927 -0.1801400731186078 0 0 0
165 2 2.8010398187244476 18.440198103893472 -1.7631813454292775 0 0 0
164 2 2.7747383971310122 18.631190061213168 1.6107279579605205 0 0 0
166 1 3.8931753552273785 19.94801384556223 -0.14925807440971894 0 0 0
219 2 2.9271578873900044 21.559864667858484 -1.7864092406369405 0 0 0
217 1 1.078299858048267 21.58105436731806 -0.10842204979661574 0 0 0
218 2 3.0019964821909255 21.624829620009706 1.475567951342729 0 0 0
168 2 5.770838639006384 19.977814366104027 -1.8502100724286237 0 0 0
167 2 5.935746823123666 19.88321374993989 1.3527530616664514 0 0 0
223 1 6.7754739787058025 21.582552119725264 -0.245452676066499 0 0 0
171 2 8.45892683732893 18.67501809422835 -2.019266673004674 0 0 0
170 2 8.508514642244958 18.402673587131133 1.3485600767518608 0 0 0
173 2 11.47986947484506 19.948428132929727 1.4541807112307659 0 0 0
172 1 9.590023903827795 19.94993625284249 -0.23522836302342576 0 0 0
174 2 11.621675752533266 19.916021765799357 -1.7508107345879118 0 0 0
225 2 8.6913036359771 21.64571299611871 -1.837986991458255 0 0 0
224 2 8.633216592156547 21.544218459838277 1.423307906087409 0 0 0
177 2 14.220562924335917 18.480060011838695 -1.757577854860365 0 0 0
176 2 14.138161550571716 18.606236699969507 1.6234923714657477 0 0 0
178 1 15.288536204690791 19.950346289720002 -0.09309774585715047 0 0 0
231 2 14.368823630265984 21.572440257000927 -1.7479596780765618 0 0 0
229 1 12.473596832749228 21.582937751721715 -0.12407386486322558 0 0 0
230 2 14.35204747463149 21.616086690462957 1.5151398203076738 0 0 0
179 2 17.23081908320691 19.946925830802435 1.5332651224929954 0 0 0
180 2 17.26994732956705 19.916672832885702 -1.6747792310155898 0 0 0
235 1 18.173904285364372 21.581629543063286 -0.07705331472103083 0 0 0
183 2 19.880962556853003 18.495330829608783 -1.7433286132597061 0 0 0
182 2 19.877241853741133 18.582838192873105 1.6392438352322074 0 0 0
184 1 20.98908681372667 19.946424237110755 -0.08799065938033834 0 0 0
237 2 20.045715741909582 21.572103732513916 -1.7273713182863801 0 0 0
236 2 20.075796760227515 21.609268358211907 1.535485439866429 0 0 0
188 2 25.60565905605942 18.490568170744808 1.496156778560584 0 0 0
186 2 22.908721070803573 19.948573867458194 -1.7428370671796767 0 0 0
185 2 22.993787421944802 19.911160180503927 1.4640086174634153 0 0 0
241 1 23.87423512898436 21.58044249211048 -0.14409816225519734 0 0 0
243 2 25.754952245439906 21.609307236384957 -1.7813029792522919 0 0 0
242 2 25.76733449354542 21.57399859868807 1.4817412676331898 0 0 0
220 1 3.922637194054164 23.231583982379014 -0.20854455229107494 0 0 0
273 2 2.9539635595553637 24.882944683935158 -1.8237478459660643 0 0 0
271 1 1.0742923486970435 24.87754271622788 -0.168887094951355 0 0 0
272 2 2.9937516979361734 24.874337238684426 1.4383593245327901 0 0 0
222 2 5.819038772969411 23.260518776820824 -1.8444593269971925 0 0 0
221 2 5.82799248756914 23.199651141083265 1.4174569066721325 0 0 0
277 1 6.772433494845213 24.877868228965085 -0.18486592015878855 0 0 0
226 1 9.621224140221502 23.232699816414765 -0.14159114618238533 0 0 0
228 2 11.52692793011189 23.219800792230735 -1.7676417227039067 0 0 0
227 2 11.517524339137934 23.241820556050136 1.494834322025337 0 0 0
279 2 8.692691233914967 24.873546742624512 -1.7912850056876461 0 0 0
278 2 8.651881263490747 24.88555673929619 1.4708076019462517 0 0 0
232 1 15.320862476069195 23.232357171587687 -0.13183048529413277 0 0 0
285 2 14.375235636050961 24.8717598696973 -1.7720161725872146 0 0 0
283 1 12.47169673486486 24.87808867646892 -0.1447649091832517 0 0 0
284 2 14.36815605155442 24.886243920303357 1.4903427614844826 0 0 0
234 2 17.240183332811377 23.208522933176404 -1.7405973040273501 0 0 0
233 2 17.203291911882857 23.250424444339487 1.5213632765548901 0 0 0
289 1 18.17148251078249 24.876713290650123 -0.12044297873030807 0 0 0
290 2 20.072974631214308 24.87663386571225 1.5088944655903802 0 0 0
